,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.586,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.521
split 1,23.2,50.13,0.0,19.45,35.45,28.26,34.14,0.0,50.65,0.5774,21.11,45.8,0.0,17.52,31.58,20.84,31.7,0.0,30.81,0.5676
split 2,20.42,50.49,3.8,6.96,34.83,55.45,33.9,64.0,68.45,0.5905,16.62,49.87,0.0,0.0,33.14,11.09,33.28,0.0,0.0,0.5163
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5776,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5735
split 4,17.04,50.11,0.0,1.01,33.5,30.41,33.43,0.0,57.8,0.5803,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5539
split 5,19.73,50.33,0.0,8.87,34.33,27.33,33.84,0.0,48.14,0.5769,19.87,50.38,0.0,9.24,34.37,26.78,33.91,0.0,46.43,0.5362
mean,18.95,50.18,0.63,6.05,34.13,27.28,33.66,10.67,37.51,0.5814,17.93,49.34,0.0,4.46,33.18,15.34,33.15,0.0,12.87,0.5447
std,2.41,0.18,1.42,6.92,0.81,14.87,0.31,23.85,27.29,0.0051,1.84,1.59,0.0,6.75,0.82,6.23,0.68,0.0,18.76,0.0219
test mean,18.280087612650043,50.170481703525006,0.0,4.669781134425129,33.93041913024003,20.31544216609359,33.58520197752975,0.0,27.361124520751016,0.5817909153090935,17.061674422799285,49.12537359725832,0.0,2.0596496711395247,32.6705083410915,13.948617222339966,32.92181119809425,0.0,8.924040468925647,0.5225631030714313
test std,2.2825224594581504,0.5222062420840665,0.0,6.5492021718982025,1.040890843291932,13.036095421512908,0.44959178755754325,0.0,38.78785510891124,0.04178982533719606,1.4767385000955386,1.4897699787203929,0.0,3.9282144658848943,1.3285505549036414,5.415237101172955,0.9469938199837272,0.0,15.730499394820125,0.048292008804528115
