,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5872,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.521
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5785,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5429999999999999
split 2,16.81,50.03,0.0,0.4,33.4,44.45,33.36,0.0,100.0,0.5789,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.544
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5864,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5277
split 4,23.62,49.86,0.0,21.02,35.25,26.19,34.2,0.0,44.37,0.5771,24.15,46.63,0.0,25.83,33.13,21.99,33.25,0.0,32.73,0.5503
split 5,16.79,50.02,0.0,0.35,33.39,44.45,33.35,0.0,100.0,0.5776,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5595
mean,17.87,49.98,0.0,3.63,33.67,24.74,33.48,0.0,40.73,0.5809,17.91,49.44,0.0,4.31,33.3,12.92,33.32,0.0,5.45,0.5409
std,2.57,0.06,0.0,7.78,0.71,14.92,0.32,0.0,44.75,0.0042,2.79,1.25,0.0,9.63,0.07,4.06,0.03,0.0,12.2,0.013000000000000001
test mean,16.874690873119782,50.03927729772192,0.0,0.5847953216374269,33.43653250773994,12.877192982456139,33.36842105263158,0.0,5.2631578947368425,0.5763168422150658,16.666666666666668,50.0,0.0,0.0,33.333333333333336,11.111111111111109,33.33333333333333,0.0,0.0,0.5338030219869637
test std,0.8825719622036904,0.16663946139511376,0.0,2.481076425215956,0.4378370162145829,7.49285080415219,0.14886458551296644,0.0,22.32968782694361,0.039597549750723375,1.3528330643921842e-14,4.050716828981883e-14,0.0,0.0,7.944109290391274e-15,1.1982181969500553e-14,3.508023677435456e-14,0.0,0.0,0.06617543160865144
