,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,18.39,50.1,2.05,3.03,33.78,42.26,33.57,54.38,38.84,0.5828,17.15,50.16,1.29,0.0,33.55,44.49,33.48,100.0,0.0,0.5126
split 1,18.44,50.16,2.02,3.15,33.86,44.72,33.6,58.23,42.34,0.5756,17.74,49.4,3.83,0.0,33.07,21.42,33.12,31.14,0.0,0.5508
split 2,18.64,50.1,3.23,2.6,33.95,48.51,33.55,61.61,50.38,0.5782,18.55,50.54,0.0,5.11,33.89,23.82,33.94,0.0,37.51,0.5419
split 3,17.8,50.07,1.52,1.81,33.69,48.15,33.47,48.06,62.92,0.5726,17.06,49.62,0.0,1.57,33.18,23.9,33.14,0.0,38.57,0.5429
split 4,17.73,50.02,2.84,0.34,33.64,45.41,33.43,54.16,48.63,0.5767,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5424
split 5,18.11,50.18,1.8,2.34,33.8,45.61,33.57,59.15,44.1,0.577,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5343
mean,18.19,50.11,2.24,2.21,33.79,45.78,33.53,55.93,47.87,0.5772,17.31,49.95,0.85,1.11,33.39,22.64,33.39,21.86,12.68,0.5375
std,0.34,0.05,0.6,0.95,0.1,2.11,0.06,4.38,7.74,0.0031,0.66,0.37,1.41,1.88,0.27,11.16,0.28,36.75,17.94,0.0121
test mean,17.84260963038941,50.02490582090482,2.765203769538663,0.7377193007247399,33.70343022905938,17.29566857112119,33.4572542326787,14.760042217669335,3.669709263015551,0.5884451093969024,18.08304556201965,50.13825233231745,1.9,2.210884353741496,33.73792100572286,14.625022290140462,33.63032914907157,5.7926829268292686,4.452054794520548,0.5553812328640514
test std,2.5819320640258407,0.8477657618700175,7.074020487404302,2.7235612720517466,1.4343724739860868,11.168984492291914,0.6218676122642169,32.542028106065935,12.221705856014708,0.04992538073349872,2.475452108825563,0.44143698030312456,5.026927491022723,5.849450177523753,0.721379754837099,6.134988164854076,0.6315953837966735,15.325998448240004,11.779029809534137,0.0590916626246354
