,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,22.04,50.54,0.0,15.57,35.29,29.05,34.21,0.0,52.94,0.5676,23.39,50.36,0.0,19.81,35.03,24.01,34.72,0.0,37.3,0.5525
split 1,27.73,50.35,0.0,32.83,37.21,26.15,35.77,0.0,42.69,0.5737,25.88,50.93,0.0,26.72,36.63,26.39,35.41,0.0,43.76,0.5788
split 2,27.71,50.71,0.0,32.41,37.29,26.03,36.04,0.0,42.05,0.5753,26.09,48.45,0.0,29.82,35.1,23.67,34.75,0.0,36.27,0.5446
split 3,29.07,51.04,0.0,36.16,38.25,26.57,36.74,0.0,42.98,0.585,16.61,49.83,0.0,0.0,33.1,11.09,33.26,0.0,0.0,0.5215
split 4,28.72,50.55,0.0,35.6,37.89,26.49,36.27,0.0,43.2,0.5767,18.66,49.33,0.0,6.64,33.27,23.09,33.17,0.0,36.09,0.5493
split 5,25.23,50.93,0.0,24.75,36.42,26.7,35.19,0.0,44.91,0.5761,23.85,49.97,0.0,21.57,35.3,25.64,34.38,0.0,42.54,0.5125
mean,26.75,50.69,0.0,29.55,37.06,26.83,35.7,0.0,44.8,0.5757,22.41,49.81,0.0,17.43,34.74,22.31,34.28,0.0,32.66,0.5432
std,2.44,0.24,0.0,7.28,0.98,1.02,0.82,0.0,3.75,0.0051,3.57,0.78,0.0,10.67,1.22,5.15,0.81,0.0,14.91,0.0216
test mean,25.220959459529734,50.199268703742575,0.0,25.463609674846612,36.89737329452023,23.20865498688265,36.13525378471337,0.0,33.49071117593459,0.5792037655402824,20.76064053465409,48.25206781507231,0.0,14.029853788889955,33.858731448452396,17.831204301665032,34.349293028383755,0.0,19.14431987661135,0.5157044728274897
test std,6.792701198941769,2.4515718317339545,0.0,20.052008383662265,3.5038252400680827,9.272479124743883,3.2641516351398545,0.0,26.645353808506727,0.05149827393266603,4.69856628597161,3.07720076058778,0.0,16.289435655461986,1.1221042650388469,6.855810443600893,1.6036700286422332,0.0,19.805418874716498,0.04300282747450035
