,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4683,0.0,50.0,0.0,0.4854
split 1,0.0,50.0,0.0,0.4702,0.0,50.0,0.0,0.4473
split 2,0.0,50.0,0.0,0.4644,0.0,50.0,0.0,0.5045
split 3,0.0,50.0,0.0,0.4735,0.0,50.0,0.0,0.4699
split 4,0.0,50.0,0.0,0.4654,0.0,50.0,0.0,0.4683
split 5,0.0,50.0,0.0,0.4765,0.0,50.0,0.0,0.3978
mean,0.0,50.0,0.0,0.4697,0.0,50.0,0.0,0.4622
std,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0336
test mean,0.0,50.0,0.0,0.4677496528024747,0.0,50.0,0.0,0.46922052647152146
test std,0.0,1.3242969264071197e-14,0.0,0.05678026620124281,0.0,1.6280579355608324e-14,0.0,0.061157581078600615
