,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.96,50.05,0.83,0.0,33.47,44.46,33.38,100.0,0.0,0.5841,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5456
split 1,21.67,50.28,13.75,0.98,35.0,53.5,33.98,52.32,74.2,0.5765,28.42,46.53,31.68,7.04,35.51,39.9,33.11,44.84,41.76,0.5935
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5899,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.519
split 3,17.94,50.0,0.0,3.83,33.62,26.47,33.46,0.0,45.94,0.5736,19.48,49.98,0.0,8.45,34.07,27.42,33.59,0.0,48.67,0.5532
split 4,17.18,50.13,0.36,1.04,33.57,64.21,33.45,100.0,59.18,0.5849,16.45,49.36,0.0,0.0,32.63,11.0,33.0,0.0,0.0,0.5268
split 5,16.8,50.04,0.36,0.0,33.39,28.04,33.37,50.75,0.0,0.5861,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5194
mean,17.87,50.08,2.55,0.98,33.73,37.97,33.5,50.51,29.89,0.5825,19.06,49.31,5.28,2.58,33.7,18.61,33.28,7.47,15.07,0.5429
std,1.75,0.1,5.02,1.36,0.57,17.91,0.22,40.83,30.98,0.0057,4.31,1.27,11.81,3.68,0.91,11.24,0.19,16.71,21.41,0.026000000000000002
test mean,16.80028381049119,50.05191278651864,0.3489386449549289,0.0,33.39598997493734,11.93631108948935,33.3797834708972,2.42914979757085,0.0,0.5901866484197923,16.70197740112995,50.10593220338985,0.0,0.0,33.333333333333336,11.142676767676772,33.42803030303032,0.0,0.0,0.5541401452376828
test std,0.5668895308866045,0.22024730026576292,1.4804212923940516,0.0,0.2658296169874245,3.501027003277477,0.19707124355076494,10.306009766281665,0.0,0.05076725861572082,0.09342342200086642,0.280270266002598,0.0,0.0,7.105427357601002e-15,0.08351487724319788,0.2505446317295944,0.0,0.0,0.02608670807041471
