,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,23.81,51.0,18.42,2.01,36.11,44.73,34.69,54.3,45.19,0.6105,22.22,49.31,17.36,0.0,33.65,21.56,34.12,30.55,0.0,0.5152
split 1,20.24,50.28,0.0,10.44,34.49,28.05,33.85,0.0,50.3,0.6033,17.12,48.4,0.0,2.97,32.12,17.13,32.5,0.0,18.88,0.49
split 2,26.97,49.85,0.85,30.2,36.4,36.06,35.28,31.71,41.19,0.6128,24.12,48.34,0.0,24.01,34.14,23.07,33.9,0.0,35.32,0.5243
split 3,29.68,49.24,1.57,38.23,37.95,39.72,35.57,38.34,45.25,0.6081,25.05,49.4,3.28,22.47,34.47,44.18,34.98,66.67,30.91,0.5357
split 4,28.44,51.26,2.55,31.52,38.01,46.55,35.99,56.63,47.02,0.6063,18.79,47.82,0.0,8.56,32.3,21.47,32.31,0.0,32.1,0.5464
split 5,37.39,51.91,27.89,32.37,41.46,45.63,38.27,51.22,47.41,0.6161,28.71,46.44,29.12,10.56,34.7,35.84,33.84,37.15,36.52,0.5465
mean,27.75,50.59,8.55,24.13,37.4,40.12,35.61,38.7,46.06,0.6095,22.67,48.28,8.29,11.43,33.56,27.21,33.61,22.4,25.62,0.5263
std,5.32,0.9,10.71,13.13,2.17,6.52,1.37,19.44,2.76,0.0042,3.88,1.0,11.16,9.05,1.01,9.54,0.93,25.0,12.81,0.0198
test mean,22.243803754463926,50.256042309741055,0.0,16.475368953650708,35.53913717512097,25.41040048596644,34.590185350328596,0.0,41.64101610757077,0.6017390229817271,19.91952414947402,45.075106324614296,0.0,14.683466123807772,32.78190608763869,22.489597814722302,32.3153405675512,0.0,35.1534528766157,0.538491059825817
test std,5.285892161719476,1.6296767664619478,0.0,15.932348475833164,2.4573678983910483,11.397203453541836,1.7899595758564428,0.0,33.77438069946484,0.044661891344386216,2.8310094288973517,9.950964738972308,0.0,14.234364504809147,1.937116792409291,10.195371438004148,2.4753752822880646,0.0,30.199456239191246,0.0327585763698522
