,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6035,0.0,50.0,0.0,0.5248
split 1,0.0,50.0,0.0,0.6053,0.0,50.0,0.0,0.4582
split 2,0.0,50.0,0.0,0.6192,0.0,50.0,0.0,0.4842
split 3,0.0,50.0,0.0,0.6125,0.0,50.0,0.0,0.5323
split 4,0.0,50.0,0.0,0.581,0.0,50.0,0.0,0.5993
split 5,0.0,50.0,0.0,0.604,0.0,50.0,0.0,0.5098
mean,0.0,50.0,0.0,0.6043,0.0,50.0,0.0,0.5181
std,0.0,0.0,0.0,0.0118,0.0,0.0,0.0,0.0441
test mean,0.0,50.0,0.0,0.5846278449280137,0.0,49.99999999999999,0.0,0.5610229696862848
test std,0.0,1.2306961192854808e-14,0.0,0.07386558682461912,0.0,1.3759600911837627e-14,0.0,0.09445342772512848
