,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,26.55,49.07,0.86,29.72,36.08,59.19,34.47,100.0,43.09,0.5710000000000001,22.83,47.64,0.0,20.86,33.13,21.94,33.24,0.0,32.59,0.5295
split 1,25.68,49.79,1.07,26.18,36.03,59.56,34.57,100.0,44.11,0.5732,18.99,48.08,0.0,8.88,32.45,21.29,32.52,0.0,31.36,0.5119
split 2,26.92,51.04,8.02,21.71,36.85,47.56,35.35,64.39,42.93,0.578,24.6,49.18,2.57,22.06,34.13,30.93,34.72,25.88,32.2,0.5244
split 3,27.09,50.19,6.68,24.39,36.64,46.95,34.84,60.57,45.43,0.5744,19.56,49.7,0.0,8.99,33.87,26.06,33.45,0.0,44.71,0.5468
split 4,21.59,50.56,3.26,10.95,34.92,49.68,34.21,72.03,42.79,0.5701,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5527
split 5,24.15,50.54,3.96,17.94,35.83,50.87,34.52,71.49,46.59,0.5706,19.99,47.59,0.0,12.39,32.21,20.55,32.51,0.0,29.13,0.5284
mean,25.33,50.2,3.97,21.81,36.06,52.3,34.66,78.08,44.16,0.5729,20.44,48.7,0.43,12.2,33.19,21.98,33.3,4.31,28.33,0.5323
std,1.94,0.63,2.66,6.07,0.62,5.17,0.36,15.99,1.42,0.0028,2.59,0.97,0.96,7.55,0.69,6.02,0.74,9.64,13.63,0.0137
test mean,25.662820707883053,50.28197619670021,3.4851556617316457,23.22133026521733,36.367835359568986,33.33096748010513,34.9723601856182,18.887592943577783,46.13294931111939,0.5722893722305855,19.362935326228943,47.274477024141355,0.0,10.814328954545466,31.604525659995666,17.2389609652603,32.7606098224484,0.0,18.956273073332493,0.5348936769649991
test std,5.681544935921149,3.3014356482147424,8.901472328273352,10.712273388394495,4.009009629504469,14.00227362960153,2.309623919765739,37.47765623913464,16.095361572115326,0.03555305148674854,2.6859625956355733,2.092315484421181,0.0,9.305447868427729,1.0117055572805456,3.071975417562876,1.0880397043139014,0.0,8.826130900664742,0.0373036833288683
