,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,65.72,67.35,71.54,58.27,65.77,65.68,66.65,71.27,59.13,0.8222,50.09,53.58,54.03,42.66,50.49,51.11,46.68,57.86,48.78,0.7058
split 1,61.61,61.98,67.85,55.0,61.67,61.59,63.03,66.47,55.28,0.7898,62.1,66.32,70.64,49.35,62.54,62.0,66.95,66.39,52.67,0.8108
split 2,68.73,70.5,74.53,61.17,68.87,68.68,69.49,73.15,63.41,0.8441,53.22,57.57,52.37,49.73,53.27,53.42,55.42,56.31,48.54,0.7204
split 3,61.13,62.05,66.68,54.65,61.22,61.09,62.62,64.82,55.82,0.7867,58.73,61.99,62.88,51.31,58.48,59.8,59.33,71.58,48.5,0.7745
split 4,63.65,65.09,69.76,56.09,63.77,63.59,64.96,68.14,57.65,0.8093,58.43,57.48,67.31,50.51,58.86,58.49,59.55,62.14,53.77,0.7808
split 5,61.21,63.23,66.95,53.45,61.3,61.16,63.55,65.5,54.43,0.7925,62.36,61.33,68.39,57.37,62.54,62.96,68.82,63.52,56.53,0.7765
mean,63.67,65.03,69.55,56.44,63.76,63.63,65.05,68.22,57.62,0.8074,57.49,59.71,62.6,50.16,57.7,57.96,59.46,62.97,51.47,0.7615
std,2.79,3.08,2.79,2.58,2.8,2.78,2.4,3.04,3.02,0.0205,4.48,4.06,7.06,4.29,4.48,4.33,7.34,5.12,3.08,0.0365
