,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,24.53,49.82,0.0,23.76,35.66,26.76,34.31,0.0,45.98,0.583,18.79,49.66,0.0,6.72,33.09,19.35,33.57,0.0,24.48,0.5351
split 1,20.93,50.21,0.0,12.59,34.55,26.38,33.95,0.0,45.18,0.5784,16.34,49.03,0.0,0.0,32.28,10.94,32.83,0.0,0.0,0.5158
split 2,22.19,49.95,0.0,16.63,34.82,26.41,33.98,0.0,45.27,0.5837,19.48,48.54,0.0,9.91,32.7,20.77,32.94,0.0,29.38,0.5419
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5854,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5186
split 4,22.7,49.72,0.0,18.38,34.73,25.25,34.01,0.0,41.74,0.5772,22.71,46.48,0.0,21.65,32.04,20.46,32.99,0.0,28.38,0.5558
split 5,17.29,50.06,1.46,0.34,33.59,72.4,33.4,83.8,100.0,0.5743,17.12,49.5,0.0,1.87,32.99,44.37,33.1,0.0,100.0,0.5665
mean,20.72,49.96,0.24,11.95,34.45,31.39,33.83,13.97,46.36,0.5803,18.52,48.87,0.0,6.69,32.74,21.17,33.13,0.0,30.37,0.539
std,2.85,0.16,0.55,8.95,0.78,19.16,0.35,31.23,29.01,0.004,2.19,1.16,0.0,7.6,0.45,11.16,0.25,0.0,33.5,0.0183
test mean,18.91362468988168,48.044190035987526,0.0,8.696684033657537,33.64577712426501,14.904453310632862,32.57343058192796,0.0,12.139929349970618,0.5604893956199001,17.90430932272495,49.473243487115084,0.0,4.239684481059758,32.86602812375863,13.806131770909971,33.48309493087939,0.0,7.93530038185053,0.5034863523683649
test std,5.526478437426924,10.781924726721812,0.0,15.916140512375206,4.988353508492786,7.550499389498035,7.4629585095794715,0.0,21.07339008589947,0.06725712747947742,2.537328970072364,1.6309686025199435,0.0,7.04957854479487,1.2658241974519653,3.7853822578952343,1.6341543921819164,0.0,10.756150756513103,0.04131626256385244
