,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5113,0.0,50.0,0.0,0.4888
split 1,0.0,50.0,0.0,0.4944,0.0,50.0,0.0,0.5687
split 2,0.0,50.0,0.0,0.5236,0.0,50.0,0.0,0.4302
split 3,0.0,50.0,0.0,0.4824,0.0,50.0,0.0,0.577
split 4,0.0,50.0,0.0,0.5073,0.0,50.0,0.0,0.49
split 5,0.0,50.0,0.0,0.4984,0.0,50.0,0.0,0.5312
mean,0.0,50.0,0.0,0.5029,0.0,50.0,0.0,0.5143
std,0.0,0.0,0.0,0.0131,0.0,0.0,0.0,0.0508
test mean,0.0,50.0,0.0,0.5053903199765575,0.0,50.0,0.0,0.49756327108648707
test std,0.0,1.4761154623573517e-14,0.0,0.0855826385191643,0.0,2.1018137570293107e-14,0.0,0.0535901243467359
