,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5128,0.0,50.0,0.0,0.4915
split 1,0.0,50.0,0.0,0.5325,0.0,50.0,0.0,0.4563
split 2,0.0,50.0,0.0,0.5384,0.0,50.0,0.0,0.4674
split 3,0.0,50.0,0.0,0.4958,0.0,50.0,0.0,0.4947
split 4,0.0,50.0,0.0,0.5283,0.0,50.0,0.0,0.4646
split 5,0.0,50.0,0.0,0.5156,0.0,50.0,0.0,0.5204
mean,0.0,50.0,0.0,0.5206,0.0,50.0,0.0,0.4825
std,0.0,0.0,0.0,0.0143,0.0,0.0,0.0,0.022
test mean,0.0,50.0,0.0,0.5139486227280243,0.0,50.0,0.0,0.5042678596860413
test std,0.0,1.6623791107849736e-14,0.0,0.08977768825090295,0.0,1.3759600911837627e-14,0.0,0.07299681334098036
