,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4799,0.0,50.0,0.0,0.4711
split 1,0.0,50.0,0.0,0.5167,0.0,50.0,0.0,0.5439
split 2,0.0,50.0,0.0,0.4726,0.0,50.0,0.0,0.4992
split 3,0.0,50.0,0.0,0.4722,0.0,50.0,0.0,0.4993
split 4,0.0,50.0,0.0,0.5226,0.0,50.0,0.0,0.5234
split 5,0.0,50.0,0.0,0.4784,0.0,50.0,0.0,0.4624
mean,0.0,50.0,0.0,0.4904,0.0,50.0,0.0,0.4999
std,0.0,0.0,0.0,0.0209,0.0,0.0,0.0,0.0281
test mean,0.0,50.0,0.0,0.5126804299804306,0.0,50.0,0.0,0.5159009734614002
test std,0.0,1.7931065148788005e-14,0.0,0.05234349282332969,0.0,1.8460441789282214e-14,0.0,0.09711359579317706
