,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4639,0.0,50.0,0.0,0.484
split 1,0.0,50.0,0.0,0.4913,0.0,50.0,0.0,0.396
split 2,0.0,50.0,0.0,0.4633,0.0,50.0,0.0,0.5007
split 3,0.0,50.0,0.0,0.462,0.0,50.0,0.0,0.4987
split 4,0.0,50.0,0.0,0.4772,0.0,50.0,0.0,0.4708
split 5,0.0,50.0,0.0,0.4802,0.0,50.0,0.0,0.4272
mean,0.0,50.0,0.0,0.473,0.0,50.0,0.0,0.4629
std,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0386
test mean,0.0,50.0,0.0,0.4679946792530565,0.0,50.0,0.0,0.4805862309075007
test std,0.0,1.7632193132083764e-14,0.0,0.07538536589958554,0.0,1.9131948672901813e-14,0.0,0.0954100100298584
