,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.79,50.19,2.79,0.39,33.82,68.45,33.52,71.82,100.0,0.5785,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5231
split 1,22.14,50.75,2.29,13.37,35.35,47.35,34.34,56.2,51.52,0.577,20.68,50.19,8.89,2.96,34.12,49.07,33.97,100.0,13.24,0.5341
split 2,21.5,50.74,1.22,12.54,34.99,42.09,34.35,46.62,45.31,0.5795,21.15,49.17,0.0,14.29,33.92,24.7,33.41,0.0,40.7,0.5081
split 3,20.43,50.77,1.96,8.56,34.94,51.9,34.11,59.86,61.72,0.5709,19.5,50.12,0.0,8.37,34.0,24.59,33.75,0.0,40.03,0.5216
split 4,17.5,50.08,2.07,0.35,33.6,41.4,33.45,57.2,33.53,0.579,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4891
split 5,17.75,50.12,2.1,1.01,33.71,48.66,33.49,63.62,48.87,0.5734,17.61,50.45,2.38,0.0,33.74,22.72,33.74,34.41,0.0,0.5571
mean,19.52,50.44,2.07,6.04,34.4,49.97,33.88,59.22,56.82,0.5764,18.71,49.99,1.88,4.27,33.74,23.88,33.59,22.4,15.66,0.5222
std,1.91,0.31,0.47,5.66,0.71,9.03,0.4,7.64,21.03,0.0032,1.83,0.4,3.25,5.38,0.31,12.67,0.24,36.91,18.08,0.021
test mean,17.672329616935258,50.23096145563007,1.7030232543669148,1.0830041408087776,33.7633013576715,15.840845336969876,33.585720060853305,9.672139532504733,4.264676417551593,0.5839879894154433,16.96078417324402,49.33839234146037,1.543960178271691,0.0,32.860145154553045,15.795509463036211,33.017369510603956,14.369158878504674,0.0,0.5170435614500946
test std,2.205650844148621,0.7591076257018062,5.776943137458592,3.3673451476547887,0.8912574395857592,9.30346082289693,0.6515824751257369,25.74652046474985,13.565610809110895,0.04433846973531781,0.5949853784275698,1.9689712066388296,2.725036545799675,0.0,1.6093075994022803,10.94256928349109,1.0329563722925426,32.73342805801178,0.0,0.04928732546736483
