,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.51,52.61,39.17,32.77,43.85,45.89,40.84,48.35,48.49,0.6408,32.53,39.42,30.16,28.01,33.2,33.26,33.72,36.05,30.02,0.5117
split 1,40.9,51.43,35.24,36.02,42.86,44.28,40.47,46.1,46.26,0.626,32.3,45.84,37.03,14.02,35.77,35.25,34.8,48.36,22.59,0.5109
split 2,40.26,51.61,36.24,32.92,42.44,43.67,40.5,44.57,45.95,0.6326,30.25,41.56,29.26,19.92,32.06,30.97,34.08,31.73,27.1,0.5006
split 3,42.78,51.13,37.34,39.86,43.94,44.68,42.0,44.67,47.36,0.6385,28.99,26.14,24.74,36.09,29.99,30.23,29.06,31.96,29.67,0.4548
split 4,40.0,50.98,34.9,34.11,42.27,44.27,39.44,47.55,45.83,0.63,31.77,46.7,24.88,23.73,34.44,33.5,36.92,35.84,27.73,0.5092
split 5,40.36,50.77,33.94,36.36,42.29,43.62,40.05,46.27,44.55,0.626,36.92,44.65,29.94,36.18,38.03,38.38,37.21,39.54,38.38,0.5134
mean,40.97,51.42,36.14,35.34,42.94,44.4,40.55,46.25,46.41,0.6323,32.13,40.72,29.34,26.32,33.91,33.6,34.3,37.25,29.25,0.5001
std,0.95,0.6,1.72,2.45,0.7,0.76,0.78,1.38,1.24,0.0057,2.47,6.98,4.11,8.11,2.58,2.71,2.69,5.64,4.75,0.0207
test mean,38.40333888871485,50.34383857204775,36.92841675999086,27.93776133410591,41.77642683767849,45.21284467621248,39.94310358096896,49.5293778296032,46.16605261806528,0.6178316206314243,30.026759203613633,46.04381857158473,20.62098125669639,23.41547778255977,34.22323506064017,35.3564883623323,35.02826735503942,32.190379947790554,38.85081778416693,0.5061686602600997
test std,4.891346676578434,4.809015158785687,8.668653932040124,9.967291914953634,3.8395454378093716,6.302279510783735,3.504607802693635,10.307031489041362,15.674544394991129,0.03614132770917958,5.248274461011098,4.457624963518271,8.23927078280762,9.849191782071063,4.526622537447038,11.924985676624448,1.9938331696516156,18.40782902536848,18.135383606472647,0.0376572274417551
