,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train TPR,train FPR,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val TPR,val FPR,val Auc
split 0,56.15,56.92,56.17,55.36,56.15,55.4,21.93,0.7448,32.66,31.89,32.98,33.1,32.65,32.19,33.68,0.4999
split 1,54.18,55.75,52.55,54.23,54.26,48.54,22.87,0.7385,33.4,36.66,30.42,33.11,33.56,27.4,33.22,0.5143
split 2,56.31,56.41,55.62,56.89,56.32,52.66,21.84,0.7492,32.0,36.48,31.05,28.47,32.19,29.45,33.9,0.5107
split 3,54.63,55.7,50.54,57.64,54.89,44.43,22.56,0.7435,32.85,35.48,27.39,35.69,33.33,22.6,33.33,0.5178
split 4,53.97,55.99,50.15,55.76,54.22,43.49,22.89,0.7426,28.96,31.25,26.12,29.51,29.2,22.07,35.4,0.4766
mean,55.05,56.16,53.01,55.98,55.17,48.9,22.42,0.7437,31.97,34.35,29.59,31.98,32.19,26.74,33.91,0.5039
std,0.99,0.46,2.5,1.19,0.9,4.6,0.45,0.0034,1.57,2.31,2.5,2.64,1.57,3.91,0.79,0.0149
