Label, Parent Label
896,108
704,522
672,151
928,470
608,369
736,462
912,345
752,152
648,115
840,95
968,486
936,81
616,217
872,419
1000,295
600,4
952,468
632,444
888,427
772,164
900,116
836,380
676,454
932,90
612,381
868,399
996,224
788,494
660,151
916,349
596,471
852,95
724,539
948,484
628,425
652,150
908,440
972,144
940,474
1004,367
732,428
764,340
642,110
898,89
802,501
674,530
930,137
866,410
738,462
786,178
914,347
850,399
882,108
778,323
970,391
810,364
938,473
618,538
1002,249
794,184
666,329
954,488
646,438
902,408
710,123
966,140
678,50
934,453
870,284
998,25
790,430
598,344
854,254
982,528
822,378
694,424
950,485
886,250
654,122
718,525
814,25
622,503
1006,366
670,489
606,30
766,2
769,197
961,117
801,532
865,540
785,493
913,444
849,252
945,210
649,427
905,291
585,527
809,363
681,421
617,538
873,48
745,382
1001,339
857,501
729,390
825,380
953,408
645,453
901,210
837,208
965,139
613,148
869,208
997,23
789,541
565,266
949,466
629,412
885,104
653,443
909,296
589,529
845,409
717,198
973,428
1005,341
669,390
925,466
733,294
573,198
957,26
765,75
771,3
835,93
803,369
931,474
739,471
659,92
595,418
851,252
723,458
979,522
947,139
883,104
779,76
907,439
715,197
939,491
875,48
747,70
1003,366
667,383
827,381
955,137
763,532
775,541
903,290
839,384
967,388
935,464
743,52
999,38
599,3
727,539
631,116
783,9
911,465
591,153
847,103
799,340
927,468
959,382
895,438
767,2
