Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
896,0,34.8541,-6.19197,-33.7296,10.9421
704,0,23.9324,11.1766,-44.1459,4.4157
672,0,20.3043,8.94304,-35.4968,8.96208
928,0,29.3239,0.331511,-14.7023,17.5705
608,0,20.2072,-20.1054,12.7071,15.1087
736,0,24.257,16.7901,-6.64791,14.9931
912,0,33.8793,28.7343,10.9956,8.84848
752,0,49.306,10.7246,-3.67514,16.8388
648,0,35.3126,-4.31401,-15.1096,17.8939
840,0,22.8369,-15.7185,12.617,16.2711
968,0,30.8553,5.17972,-17.1533,16.2918
936,0,35.2998,30.3138,-14.0141,8.24655
616,0,37.8289,22.8505,4.2133,12.1379
872,0,32.1384,35.4243,-25.9757,2.19726
1000,0,28.612,27.3711,-11.8845,10.013
600,0,51.4938,21.2368,-23.1329,10.4521
952,0,23.8837,4.97404,-22.1695,14.9419
632,1,41.0631,-7.88712,20.2628,15.2735
888,0,51.7173,-9.51033,5.02855,18.9321
772,0,45.3971,19.4758,-30.883,8.63935
900,0,40.7465,-5.87268,11.7015,17.7344
836,0,29.4194,-15.7927,-22.7357,15.143
676,0,45.5612,38.8955,-28.5564,-1.33151
932,0,31.4889,31.7454,-23.9128,5.28756
612,0,36.9205,-15.794,-14.4259,18.234
868,0,32.9268,-11.154,-3.11241,19.4307
996,0,37.2353,15.7958,-18.0786,13.4927
788,0,40.1625,41.5341,-16.2575,0.719085
660,0,30.8645,12.38,-33.363,9.43206
916,0,41.5522,29.0856,20.9722,6.28438
596,0,25.941,17.5207,1.13829,14.6561
852,0,20.4043,-13.3014,9.97648,17.5035
724,0,26.7184,9.17361,-23.8862,13.6664
948,0,40.357,3.97575,-38.3952,8.20656
628,1,43.5469,-9.72273,-44.4444,5.05814
652,1,33.4605,12.333,-49.6951,1.17052
908,0,27.8076,-4.879,-20.7506,16.36
972,0,44.087,5.25542,19.2572,14.3224
812,1,25.3096,39.9014,16.8054,2.30384
940,1,25.6314,2.04439,22.8936,13.902
1004,0,51.2572,-20.3542,1.21138,17.6352
732,0,41.561,36.665,13.8896,4.61887
764,1,46.2615,-27.7942,-13.2185,13.9548
642,0,45.131,-6.37947,-3.84828,19.2178
898,1,36.78,44.9172,-23.9646,-4.25005
802,0,19.3955,39.2605,-0.652999,4.01914
674,0,44.4417,9.31611,5.92226,16.4377
930,0,25.4375,-0.390045,9.20278,17.895
866,0,39.0719,-11.8224,-26.7005,13.6847
738,0,26.988,16.9014,-2.59702,15.1005
786,0,40.8234,18.6566,14.9569,11.9133
914,0,34.8707,28.1001,16.9228,7.9226
850,0,41.8465,-14.7031,-0.104865,19.0315
882,0,30.1802,-9.8437,-31.4309,11.7669
778,1,31.8804,-26.6621,-23.7671,10.3097
970,0,32.5878,31.9718,6.50911,7.77463
810,0,47.6036,-23.0222,-21.1282,13.4411
938,0,43.9682,1.77764,0.190276,18.2606
618,0,31.2517,43.1657,-5.94146,1.2353
1002,0,27.8977,23.474,-5.40923,12.2832
794,1,41.9067,18.618,26.7602,7.53972
666,1,36.688,31.8163,-41.3014,-3.59344
954,0,33.4187,2.43468,-8.92738,18.1203
762,1,29.5384,-29.6843,-17.947,11.5282
646,0,28.1433,-3.63341,-38.3154,8.776
902,0,26.9083,44.9072,-12.0753,-1.02256
710,0,33.511,38.2078,-6.0838,4.58212
966,0,37.427,5.94376,-45.9995,4.80778
678,0,32.7502,12.7074,17.6111,13.1807
934,1,29.9907,-0.186798,-48.9469,4.1534
870,0,44.2982,27.0465,-39.1152,0.75469
998,0,38.0107,23.0337,-11.6144,12.0407
790,1,40.9393,35.1938,20.5968,3.68811
598,1,38.8734,-24.0571,9.32238,13.9486
854,1,44.2413,24.0085,26.4328,5.8467
982,0,36.9598,7.69992,-12.6894,16.7553
822,1,42.1964,-17.5945,-37.7843,6.38742
694,0,45.8759,36.6096,-12.9933,4.85796
950,0,41.0879,2.97424,-27.9578,12.8757
886,0,29.6777,23.8361,-1.86223,12.0235
654,0,40.4667,-2.60567,2.55496,18.818
718,0,41.3259,11.0035,-28.6641,11.522
814,0,18.7584,20.937,-8.88432,13.2799
622,0,26.6579,41.6119,7.47996,2.22287
1006,0,49.0561,-22.3648,-8.83483,17.5547
670,0,34.2211,5.32347,-2.30165,17.8571
606,0,40.2544,21.1498,20.7276,9.14621
766,1,27.1616,19.7935,-50.0365,-2.3191
769,0,21.4019,17.2777,-41.8952,3.55229
961,1,33.1321,46.3953,-1.28315,-1.11126
801,0,25.5478,8.66148,23.8497,11.9475
865,1,38.8138,43.7393,10.7434,0.595862
785,0,47.0849,40.3901,-21.7685,0.110748
913,0,36.5063,-2.93648,17.8025,15.9131
849,0,24.4431,23.6315,10.5476,11.1175
945,1,26.6982,48.9551,-17.95,-6.15617
649,0,17.7349,-5.17711,6.9344,18.8352
905,0,38.5271,28.5149,-19.9657,8.02943
585,0,34.2684,10.7053,-18.2108,14.8848
809,1,32.7091,-21.6991,-27.8846,10.4813
681,0,43.157,34.8925,-18.6276,4.75422
617,0,22.0808,41.1785,-9.94217,2.20118
873,0,29.9467,25.4327,-34.1647,4.68211
745,1,24.915,35.9943,-33.796,-1.75786
1001,0,37.7843,29.317,-4.7142,9.36683
857,0,31.1495,42.1275,1.05947,2.1759
729,0,25.2159,35.4604,0.646544,6.17646
825,0,24.766,-17.6663,-26.1088,12.8299
953,1,23.7249,48.2633,-11.7635,-4.00082
645,1,34.6062,-4.89712,-48.1946,4.00591
901,0,25.7525,46.0046,-17.6339,-3.30305
837,0,32.3779,22.3536,-43.0022,0.8553
965,0,20.692,5.82444,-49.6291,3.28772
613,1,42.1312,42.2384,-30.8782,-5.12092
869,1,40.1779,25.7289,-45.5973,-2.67361
997,0,44.2817,22.3003,-17.5906,11.2821
789,0,36.5212,10.2947,14.1654,14.8115
853,1,30.8283,-15.1156,17.2329,15.2583
565,1,40.1671,13.33,27.3912,8.96114
949,0,30.5255,4.89929,-32.3177,10.9924
629,0,48.1438,-10.2796,-10.9037,18.8314
885,0,41.4341,-10.2518,-17.9574,17.6598
653,0,42.607,-2.58075,-8.01144,18.7332
909,0,41.639,27.3197,3.55112,10.1667
589,0,27.208,9.05272,-8.71453,17.029
845,1,30.2353,-13.5595,-44.8304,3.59489
717,0,17.9037,14.6831,-37.8454,6.67215
973,0,20.3971,33.5079,11.9823,6.5887
1005,0,37.2612,-24.4832,-1.93562,16.7277
669,0,22.6969,31.7927,0.703752,8.17159
925,0,34.889,-0.284663,-34.0924,10.6151
733,1,42.6245,-32.8807,-6.36516,11.2241
573,0,27.2001,11.7983,-39.5567,6.40769
957,1,33.9796,47.6622,-6.32158,-2.69961
765,0,33.2229,-28.7174,-6.31251,14.3768
771,0,24.5431,19.3743,-35.3146,6.71866
835,1,43.2491,-16.6558,-31.7835,9.97531
803,1,20.3291,-22.3434,14.7537,13.8677
931,1,20.793,-1.13412,24.3007,13.8877
739,0,26.3769,16.8453,4.68386,14.4716
659,1,42.4639,30.8578,25.8115,3.49814
595,0,25.668,17.7547,-27.5173,10.4606
851,0,24.3502,24.2278,14.959,9.9016
723,0,46.3714,37.2606,6.35249,4.9518
979,0,19.7546,7.92396,-41.7295,6.37317
947,1,27.7303,4.95997,-52.1941,1.99515
883,0,22.9546,-9.19089,-22.3855,15.888
779,1,38.7471,-26.7259,4.94901,13.7306
907,0,47.8494,-4.41105,-27.4091,13.5859
715,0,27.7326,16.2896,-45.2244,2.14601
939,0,41.9636,2.16627,14.1393,16.216
875,0,25.0839,26.0842,-30.649,6.15963
747,1,45.2123,-29.5808,0.18938,13.2171
1003,0,46.1722,-16.9927,-7.28481,19.2238
667,0,37.7041,31.767,-30.7654,2.58535
827,0,32.3295,-18.1825,-18.1204,16.3232
955,0,29.0026,3.60667,7.91889,17.4581
763,1,28.0638,7.00999,27.5493,10.7197
775,0,29.0678,9.81412,10.4049,15.7686
903,0,36.0209,27.2684,-26.3081,6.99516
839,0,40.7784,-17.3619,6.82958,17.0886
967,0,43.9836,33.6502,-6.5098,7.12896
935,0,37.0992,0.235205,-42.8064,6.7319
743,0,36.6735,14.2355,21.3952,11.2995
999,0,45.1376,15.3092,-11.6489,14.7928
599,0,31.0107,20.7733,-38.1361,4.49709
727,0,25.1868,14.2767,-23.9332,12.5139
631,0,28.2076,-9.55663,14.783,16.6356
783,0,42.2403,17.6112,9.34607,13.5174
911,1,36.0718,46.6058,3.87706,-1.27446
591,0,24.4343,10.7169,2.09349,16.6208
847,0,34.9756,-12.8158,-36.6713,8.39208
799,0,31.6391,-23.0949,-14.5537,15.8987
