Label, Parent Label
1408,1089
1600,1161
1472,1207
1440,1240
1488,1112
1456,1065
1392,1217
1480,1171
1576,1102
1384,1181
1624,1067
1496,1177
1528,1350
1444,1345
1508,1334
1364,1214
1492,1079
1460,1213
1524,1276
1548,1184
1420,1082
1596,1124
1532,1322
1538,1054
1442,1242
1378,1155
1506,1286
1618,1136
1522,1246
1418,1100
1482,1284
1626,1180
1594,1052
1530,1117
1446,1098
1510,1287
1430,1170
1494,1063
1462,1345
1526,1184
1614,1167
1518,1123
1438,1051
1598,1049
1537,1138
1409,1232
1601,1131
1441,1321
1553,1321
1361,1323
1417,1281
1481,1344
1577,1273
1369,1096
1497,1310
1401,1185
1529,1293
1541,1072
1573,1232
1445,1244
1381,1280
1557,1354
1621,1127
1493,1204
1589,1141
1461,1064
1397,1348
1525,1326
1549,1265
1453,1205
1565,1281
1373,1204
1469,1238
1539,1271
1443,1140
1379,1278
1507,1332
1427,1055
1459,1323
1395,1309
1523,1256
1547,1279
1419,1252
1483,1344
1563,1137
1595,1315
1403,1279
1531,1117
1479,1282
1575,1202
1447,1072
1383,1149
1559,1135
1623,1142
1591,1309
1527,1318
1551,1170
1615,1139
1359,1326
1391,1157
1375,1048
1535,1087
