,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5112,0.0,50.0,0.0,0.4919
split 1,0.0,50.0,0.0,0.5021,0.0,50.0,0.0,0.5385
split 2,0.0,50.0,0.0,0.4951,0.0,50.0,0.0,0.4802
split 3,0.0,50.0,0.0,0.5162,0.0,50.0,0.0,0.4745
split 4,0.0,50.0,0.0,0.4863,0.0,50.0,0.0,0.5378
split 5,0.0,50.0,0.0,0.5004,0.0,50.0,0.0,0.5662
mean,0.0,50.0,0.0,0.5019,0.0,50.0,0.0,0.5148
std,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0343
test mean,0.0,50.00000000000001,0.0,0.5079360975171409,0.0,50.0,0.0,0.4068973157605625
test std,0.0,1.2089121657132305e-14,0.0,0.09299634276671749,0.0,1.5485919901226005e-14,0.0,0.0940023333031428
