,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5739,0.0,50.0,0.0,0.5388
split 1,2.07,50.41,81.87,0.5688,0.0,48.38,0.0,0.4343
split 2,0.0,50.0,0.0,0.5912,0.0,50.0,0.0,0.4394
split 3,0.0,50.0,0.0,0.6027,0.0,50.0,0.0,0.4553
split 4,0.0,50.0,0.0,0.5803,0.0,50.0,0.0,0.5212
split 5,0.0,50.0,0.0,0.5711,0.0,50.0,0.0,0.4561
mean,0.35,50.07,13.64,0.5813,0.0,49.73,0.0,0.4742
std,0.77,0.15,30.51,0.0121,0.0,0.6,0.0,0.0406
test mean,0.0,50.0,0.0,0.5538821067643164,0.0,50.00000000000001,0.0,0.4406805668721294
test std,0.0,1.6623791107849736e-14,0.0,0.08259342003256609,0.0,8.331852114593072e-15,0.0,0.06053239497965312
