,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.23,50.09,1.6,0.0,33.55,30.54,33.43,58.19,0.0,0.5777,16.4,49.21,0.0,0.0,32.63,10.95,32.86,0.0,0.0,0.534
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5757,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5468
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5774,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5303
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5883,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4896
split 4,21.7,50.34,7.29,7.47,34.94,47.44,34.0,62.9,45.4,0.5760000000000001,19.15,46.46,2.48,8.51,30.74,24.66,31.89,21.04,21.03,0.5491
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5824,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5207
mean,17.6,50.07,1.48,1.25,33.64,20.4,33.46,20.18,7.57,0.5796,17.04,49.28,0.41,1.42,32.78,13.34,33.01,3.51,3.51,0.5284
std,1.84,0.12,2.66,2.78,0.59,14.02,0.25,28.57,16.92,0.0045,0.95,1.29,0.92,3.17,0.95,5.06,0.53,7.84,7.84,0.0199
test mean,16.666666666666668,50.000000000000014,0.0,0.0,33.333333333333336,11.111111111111114,33.33333333333334,0.0,0.0,0.5961239129085136,16.66666666666666,49.999999999999986,0.0,0.0,33.333333333333336,11.111111111111107,33.33333333333332,0.0,0.0,0.5070405165146578
test std,1.3879774380514023e-14,4.1973015097007e-14,0.0,0.0,6.5203873268320016e-15,1.2273178638893903e-14,3.666812150160814e-14,0.0,0.0,0.07457138539603772,1.8158850690018433e-14,5.35859468051511e-14,0.0,0.0,7.53644380168212e-15,1.624419812722156e-14,4.819135301037582e-14,0.0,0.0,0.03782510740588228
