,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,23.76,49.22,13.12,8.95,34.25,36.18,33.92,35.15,39.47,0.5493,16.92,50.04,0.0,0.73,33.25,15.5,33.44,0.0,13.05,0.5235
split 1,16.82,50.02,0.45,0.0,33.38,25.35,33.36,42.69,0.0,0.5501,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5245
split 2,22.11,16.09,50.23,0.0,34.91,26.2,44.44,34.15,0.0,0.4791,19.15,8.37,49.09,0.0,33.22,22.92,35.65,33.11,0.0,0.4699
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5475,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5236
split 4,23.82,49.8,21.65,0.0,34.91,24.03,34.5,37.58,0.0,0.538,17.91,49.04,4.7,0.0,32.62,18.55,33.02,22.64,0.0,0.5167
mean,20.64,43.03,17.09,1.79,34.16,24.57,35.91,29.91,7.89,0.5328,17.47,41.49,10.76,0.15,33.15,15.84,33.76,11.15,2.61,0.5116
std,3.24,13.47,18.46,3.58,0.7,7.99,4.29,15.25,15.79,0.0272,0.96,16.56,19.25,0.29,0.27,4.52,0.96,14.05,5.22,0.0211
