,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4776,0.0,50.0,0.0,0.447
split 1,0.0,50.0,0.0,0.4829,0.0,50.0,0.0,0.4561
split 2,0.0,50.0,0.0,0.4751,0.0,50.0,0.0,0.4897
split 3,0.0,50.0,0.0,0.4717,0.0,50.0,0.0,0.4646
split 4,0.0,50.0,0.0,0.4718,0.0,50.0,0.0,0.4722
split 5,0.0,50.0,0.0,0.5028,0.0,50.0,0.0,0.4128
mean,0.0,50.0,0.0,0.4803,0.0,50.0,0.0,0.4571
std,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,0.0238
test mean,0.0,50.0,0.0,0.47094196745701145,0.0,49.99999999999999,0.0,0.4991478229985819
test std,0.0,1.5888218580782548e-14,0.0,0.05798414768441573,0.0,1.8115356374411762e-14,0.0,0.11905946040325026
