,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.65,50.24,4.51,4.2,34.34,49.61,33.72,56.28,58.84,0.5793,18.61,49.71,1.28,4.82,33.38,32.67,33.44,33.33,31.23,0.5451
split 1,18.58,50.41,5.32,0.0,34.12,30.32,33.74,57.22,0.0,0.5755,17.53,48.68,3.92,0.0,32.64,21.99,32.62,33.33,0.0,0.5582
split 2,19.96,50.53,9.35,0.0,34.69,32.26,33.92,62.86,0.0,0.5870000000000001,16.85,50.55,0.0,0.0,33.33,11.28,33.83,0.0,0.0,0.5182
split 3,16.8,50.02,0.0,0.38,33.4,44.45,33.35,0.0,100.0,0.5766,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5533
split 4,16.93,50.07,0.37,0.34,33.45,61.73,33.39,51.79,100.0,0.5782,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5449
split 5,17.28,50.08,0.73,1.03,33.58,62.36,33.42,53.65,100.0,0.5799,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.536
mean,18.2,50.22,3.38,0.99,33.93,46.79,33.59,46.97,59.81,0.5794,17.17,49.82,0.87,0.8,33.22,16.54,33.31,11.11,5.21,0.5426
std,1.28,0.19,3.37,1.48,0.49,12.66,0.21,21.28,44.72,0.0037,0.71,0.57,1.44,1.8,0.26,8.23,0.35,15.71,11.64,0.013000000000000001
test mean,17.619289825859827,50.111678151582225,2.342483192025953,0.40370813397129146,33.720175283793935,22.1324406076329,33.46952413761227,22.401481895812754,10.526315789473685,0.5786071773796644,17.28928257989652,49.76162063346245,2.1062271062271063,0.0,33.38768115942029,13.310807572606217,33.246376206190746,6.686046511627906,0.0,0.5250837802506032
test std,1.4728271063641465,0.20763458025111278,4.397028745504563,1.1993453726169534,0.5765080699360025,14.831651095651267,0.19076847218572454,38.68476168410856,30.6892204991858,0.04639980767599239,1.6219335847829566,0.7103008601310035,5.572553127700146,0.0,0.14379083212307814,5.797182562117527,0.3039455867942555,17.689616323978367,0.0,0.03791727190980888
