,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5019,0.0,50.0,0.0,0.4865
split 1,0.0,50.0,0.0,0.4891,0.0,50.0,0.0,0.4545
split 2,0.0,50.0,0.0,0.5128,0.0,50.0,0.0,0.4524
split 3,0.0,50.0,0.0,0.4998,0.0,50.0,0.0,0.4896
split 4,0.0,50.0,0.0,0.4852,0.0,50.0,0.0,0.5141
split 5,0.0,50.0,0.0,0.4892,0.0,50.0,0.0,0.5507
mean,0.0,50.0,0.0,0.4963,0.0,50.0,0.0,0.4913
std,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.034
test mean,0.0,50.0,0.0,0.4884100429687244,0.0,50.000000000000014,0.0,0.47755986420772756
test std,0.0,1.363836858469928e-14,0.0,0.08538410253125871,0.0,2.086746797486457e-14,0.0,0.06282698598370047
