,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5069,0.0,50.0,0.0,0.5034
split 1,0.0,50.0,0.0,0.4812,0.0,50.0,0.0,0.5098
split 2,0.0,50.0,0.0,0.4852,0.0,50.0,0.0,0.4801
split 3,0.0,50.0,0.0,0.5222,0.0,50.0,0.0,0.3848
split 4,0.0,50.0,0.0,0.4935,0.0,50.0,0.0,0.5341
split 5,0.0,50.0,0.0,0.5055,0.0,50.0,0.0,0.4784
mean,0.0,50.0,0.0,0.4991,0.0,50.0,0.0,0.4818
std,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0473
test mean,0.0,50.0,0.0,0.5232056576336491,0.0,49.99999999999999,0.0,0.5105802173649487
test std,0.0,1.7251323318614707e-14,0.0,0.07174271300325744,0.0,7.944109290391274e-15,0.0,0.05638908338015536
