,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4887,0.0,50.0,0.0,0.4951
split 1,0.0,50.0,0.0,0.4875,0.0,50.0,0.0,0.5348
split 2,0.0,50.0,0.0,0.4867,0.0,50.0,0.0,0.513
split 3,0.0,50.0,0.0,0.5029,0.0,50.0,0.0,0.5352
split 4,0.0,50.0,0.0,0.499,0.0,50.0,0.0,0.4434
split 5,0.0,50.0,0.0,0.5046,0.0,50.0,0.0,0.5352
mean,0.0,50.0,0.0,0.4949,0.0,50.0,0.0,0.5095
std,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.033
test mean,0.0,50.0,0.0,0.510305965935019,0.0,49.99999999999999,0.0,0.5118227201717406
test std,0.0,1.3442122834233563e-14,0.0,0.06390197127919171,0.0,9.729507111180988e-15,0.0,0.03863951603321779
