,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,20.29,50.42,0.0,10.45,34.57,27.91,33.96,0.0,49.78,0.581,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5278
split 1,17.9,50.17,0.0,3.54,33.81,31.98,33.53,0.0,62.42,0.5834,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5248
split 2,21.14,50.4,0.0,13.03,34.82,27.84,34.04,0.0,49.47,0.5833,22.2,48.43,0.0,18.17,33.52,22.65,33.37,0.0,34.58,0.5225
split 3,17.34,50.11,0.0,1.9,33.6,32.68,33.45,0.0,64.59,0.5842,17.09,49.85,0.0,1.42,33.36,28.77,33.27,0.0,53.04,0.5403
split 4,19.13,50.46,0.0,6.92,34.33,30.44,33.82,0.0,57.5,0.5865,17.89,49.45,0.0,4.23,33.1,21.1,33.18,0.0,30.13,0.5181
split 5,18.73,50.14,0.0,6.05,34.02,30.25,33.58,0.0,57.17,0.5848,17.33,49.93,0.0,2.06,33.36,21.82,33.38,0.0,32.07,0.5247
mean,19.09,50.28,0.0,6.98,34.19,30.18,33.73,0.0,56.82,0.5838,17.97,49.61,0.0,4.31,33.34,19.43,33.31,0.0,24.97,0.5264
std,1.31,0.15,0.0,3.81,0.43,1.83,0.22,0.0,5.71,0.0017,1.94,0.56,0.0,6.36,0.12,6.38,0.07,0.0,19.17,0.0069
test mean,18.124719695331073,50.28984571116335,0.0,4.084313374829867,33.95522089670927,17.848836209086617,33.65448231249401,0.0,19.89202631476586,0.5639094630381983,18.53017457510368,47.852142727208474,0.0,7.738380998102555,33.007928978042834,13.949721528614278,32.54712428374285,0.0,9.30204030209998,0.522246949216403
test std,2.4863224011100353,0.8374737639223508,0.0,6.83120886827579,1.2283317627991723,11.415432233915894,0.7565630025984518,0.0,33.86730187424176,0.07596690712471872,3.1893988279231755,4.869356297723659,0.0,13.870783737663015,0.9948379026077252,4.935217471101014,2.0363793574105857,0.0,16.13576079251388,0.03564812454373919
