,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5596,0.0,50.0,0.0,0.4978
split 1,0.0,50.0,0.0,0.5348,0.0,50.0,0.0,0.5437
split 2,0.0,50.0,0.0,0.5586,0.0,50.0,0.0,0.5283
split 3,0.0,50.0,0.0,0.5461,0.0,50.0,0.0,0.4984
split 4,0.0,50.0,0.0,0.5366,0.0,50.0,0.0,0.6143
split 5,0.0,50.0,0.0,0.5574,0.0,50.0,0.0,0.499
mean,0.0,50.0,0.0,0.5488,0.0,50.0,0.0,0.5303
std,0.0,0.0,0.0,0.0103,0.0,0.0,0.0,0.0414
test mean,0.0,49.99999999999999,0.0,0.553230752007713,0.0,50.00000000000001,0.0,0.5075952599374208
test std,0.0,1.6623791107849736e-14,0.0,0.08785414967199257,0.0,2.1167734743366723e-14,0.0,0.03933772262791718
