,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5484,0.0,50.0,0.0,0.4367
split 1,0.0,50.0,0.0,0.5409,0.0,50.0,0.0,0.4718
split 2,0.0,50.0,0.0,0.5569,0.0,50.0,0.0,0.5217
split 3,0.0,50.0,0.0,0.5611,0.0,50.0,0.0,0.4868
split 4,0.0,50.0,0.0,0.5294,0.0,50.0,0.0,0.5245
split 5,0.0,50.0,0.0,0.5356,0.0,50.0,0.0,0.4429
mean,0.0,50.0,0.0,0.5454,0.0,50.0,0.0,0.4807
std,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0344
test mean,0.0,50.0,0.0,0.5167244903333111,0.0,50.0,0.0,0.4891969901002199
test std,0.0,1.5635339543114833e-14,0.0,0.07154419240722695,0.0,1.2809491335957507e-14,0.0,0.07798777723693068
