,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.2,50.68,34.78,38.15,42.85,44.12,40.43,46.5,45.44,0.6338,34.67,32.35,31.94,39.73,35.18,35.63,38.79,34.06,34.03,0.4808
split 1,41.02,50.16,38.54,34.36,42.94,45.8,38.82,49.86,48.71,0.622,30.28,44.52,20.49,25.82,33.5,33.27,34.16,34.45,31.19,0.5507
split 2,36.96,48.66,39.22,23.01,40.41,44.46,36.47,48.23,48.7,0.6287,25.75,43.8,12.21,21.24,31.55,31.52,31.69,32.21,30.64,0.5099
split 3,42.02,50.38,37.16,38.53,43.69,46.68,39.25,52.0,48.8,0.6326,24.11,47.35,9.39,15.59,33.43,38.79,32.83,50.88,32.64,0.5253
split 4,39.69,49.61,37.46,32.01,42.1,46.22,37.57,49.84,51.25,0.6232,28.76,37.91,18.58,29.79,30.87,31.45,29.39,29.42,35.55,0.5289
split 5,35.58,49.69,30.42,26.62,39.58,43.52,36.5,49.01,45.06,0.6157,31.79,46.58,22.84,25.94,36.06,41.7,34.22,56.94,33.95,0.5515
mean,39.41,49.86,36.26,32.11,41.93,45.14,38.17,49.24,47.99,0.626,29.23,42.08,19.24,26.35,33.43,35.39,33.51,39.66,33.0,0.5245
std,2.36,0.65,2.96,5.71,1.46,1.16,1.46,1.68,2.14,0.0063,3.56,5.31,7.33,7.45,1.83,3.8,2.87,10.36,1.7,0.0244
test mean,36.5842557468044,49.31394310669032,34.996995841388376,25.44182829233451,40.61049010778682,43.61559539067641,37.462679451181025,49.363460318631226,44.02064640221696,0.6188731165684739,29.8175031368697,46.61264912586434,25.560176471821993,17.27968381292278,34.99600172956888,33.45078988273009,35.114036525431345,29.459461363583426,35.778871759175516,0.5314903323457303
test std,7.635394537712676,4.834031802791669,11.98119418712332,14.823299726627944,5.822242103697949,9.677658276942804,4.4509878603901845,14.264028451861163,18.71822754666497,0.050964635878488075,3.1704909211466052,3.405035098387588,12.553693064319821,11.636143260603275,3.154629444735452,4.235153383109124,2.6369336825418435,12.541136886893286,13.434738737436085,0.0421870812924099
