,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5496,0.0,50.0,0.0,0.4729
split 1,0.0,50.0,0.0,0.5135,0.0,50.0,0.0,0.4728
split 2,0.0,50.0,0.0,0.526,0.0,50.0,0.0,0.5095
split 3,0.0,50.0,0.0,0.5125,0.0,50.0,0.0,0.5049
split 4,0.0,50.0,0.0,0.5227,0.0,50.0,0.0,0.5521
split 5,0.0,50.0,0.0,0.5113,0.0,50.0,0.0,0.5846
mean,0.0,50.0,0.0,0.5226,0.0,50.0,0.0,0.5162
std,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.0406
test mean,0.0,50.0,0.0,0.5071083503842914,0.0,50.0,0.0,0.47280455782140185
test std,0.0,1.3735440048751868e-14,0.0,0.06142530979064015,0.0,1.6663704229186144e-14,0.0,0.07541675473565361
