,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.09,49.84,40.57,35.87,43.32,44.57,40.55,45.7,47.45,0.6494,33.75,36.95,44.05,20.26,36.0,36.52,33.22,37.88,38.47,0.5295
split 1,42.23,49.26,38.88,38.56,43.52,46.24,38.84,49.36,50.51,0.6392,36.5,40.73,39.29,29.48,36.99,37.21,35.19,42.09,34.36,0.542
split 2,43.53,51.36,38.88,40.35,45.03,48.01,40.23,52.02,51.78,0.648,31.65,40.41,19.72,34.81,33.9,35.85,33.15,41.58,32.83,0.546
split 3,43.49,48.82,38.96,42.7,44.26,45.84,40.12,48.63,48.78,0.6458,36.1,33.39,31.17,43.75,36.88,37.02,40.33,33.48,37.25,0.5186
split 4,42.91,49.08,38.69,40.96,43.77,45.04,40.38,46.82,47.91,0.6417,28.52,38.3,26.58,20.67,30.43,30.54,30.04,32.8,28.79,0.5293
split 5,43.81,49.95,41.06,40.41,44.85,47.45,39.83,50.94,51.58,0.6479,26.44,39.92,31.95,7.46,30.33,27.05,32.38,29.91,18.87,0.4748
mean,43.01,49.72,39.51,39.81,44.13,46.19,39.99,48.91,49.67,0.6454,32.16,38.28,32.13,26.07,34.09,34.03,34.05,36.29,31.76,0.5234
std,0.66,0.84,0.94,2.14,0.65,1.22,0.56,2.19,1.71,0.0037,3.72,2.55,7.95,11.62,2.81,3.86,3.19,4.56,6.56,0.0235
test mean,39.00277661707214,46.17457240903769,34.72291431650214,36.11084312567662,41.44223256807227,43.49620623666275,39.059262875966475,46.14519632122168,45.2841595128001,0.636514304437705,29.099628626879483,32.11779995308737,29.777376358334617,25.403709569216456,32.693970975704694,32.069380723890454,33.17248080168508,30.55114283562262,32.48451853436365,0.5045156519341638
test std,5.885691551280534,5.961045726339646,11.39299449547702,12.208003655390652,4.478860768289769,6.7179930009824576,5.0998751091917445,8.555699109129055,14.062588755308267,0.03744596284517952,5.4253750873222994,12.924957097148077,14.998833667260646,10.31676134944487,4.204846642245086,6.905648959966115,4.050841143885205,13.11909862461857,11.280177956771213,0.059672870596221506
