,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5307,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5279
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5278,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4929
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5309,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5288
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5416,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4863
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5251,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5733
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5338,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4817
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5316,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5151
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321
test mean,16.66666666666667,50.00000000000001,0.0,0.0,33.33333333333333,11.11111111111111,33.33333333333335,0.0,0.0,0.5288126623848552,16.666666666666657,49.99999999999998,0.0,0.0,33.33333333333333,11.111111111111105,33.33333333333331,0.0,0.0,0.5263543422648485
test std,1.2547510872045869e-14,3.706454514687704e-14,0.0,0.0,6.721061417116781e-15,1.1212471489159841e-14,3.423203346586801e-14,0.0,0.0,0.047772467125096,1.1234667099445444e-14,3.1776437161565096e-14,0.0,0.0,6.646518689688359e-15,9.315293853352738e-15,2.763362727283444e-14,0.0,0.0,0.0355140528463392
