,F1,Acc,precision,Auc
train tissue 0,82.42701774470521,83.60042735042732,88.77928483353882,0.9594017094017094
train tissue 1,71.84466019417475,75.06142506142507,82.48407643312102,0.8820638820638819
train tissue 2,86.66666666666669,84.61538461538461,76.47058823529413,0.9128205128205129
train tissue 3,94.44444444444446,94.73684210526315,100.0,0.9736842105263158
train tissue 4,80.20176544766706,76.30188679245286,68.86843530048723,0.8422641509433962
train tissue 5,94.33962264150945,94.0,89.28571428571429,0.9466666666666668
train tissue 6,87.1794871794872,85.29411764705883,77.27272727272731,0.9676470588235294
train tissue 7,76.28865979381445,76.04166666666667,75.51020408163265,0.7881944444444444
train tissue 8,70.6677937447168,69.07308377896612,67.20257234726687,0.7611408199643492
train tissue 9,86.7115737905695,85.28813559322033,79.06197654941374,0.9410169491525424
train tissue 10,80.69437138348239,82.72128060263654,91.41835518474373,0.9246704331450095
train tissue 11,83.33333333333336,84.28571428571429,88.70967741935485,0.9255952380952382
train tissue 12,85.16129032258067,82.5757575757576,74.15730337078654,0.9090909090909091
train tissue 13,92.3076923076923,91.66666666666667,85.7142857142857,0.9940476190476191
train tissue 14,74.22680412371135,76.85185185185185,83.72093023255815,0.8930041152263374
train tissue 15,85.52278820375335,86.69950738916255,93.82352941176471,0.938423645320197
train tissue 16,73.68421052631581,73.21428571428572,72.41379310344831,0.9011904761904762
train tissue 17,86.09271523178808,83.84615384615385,75.5813953488372,0.9792307692307692
train tissue 18,83.04784406379213,82.83492822966507,82.03033838973167,0.9222488038277513
train mean,82.88646006022134,82.5636376722505,81.71079934287933,0.9138106533674557
train std,6.921161544559466,6.664432667229212,8.588975691280487,0.05976388977496573
test tissue 0,64.70405949798577,73.46225535880707,96.57724329324698,0.903075489282386
test tissue 1,81.77613320999077,83.90522875816993,94.24307036247335,0.97140522875817
test tissue 2,42.663891779396465,62.669376693766935,91.92825112107624,0.9498644986449865
test tissue 3,0.0,50.000000000000036,0.0,0.8882352941176471
test tissue 4,67.5,71.11111111111111,77.14285714285715,0.8538888888888887
test tissue 5,72.23587223587225,65.40816326530611,60.328317373461026,0.8897959183673471
test tissue 6,92.21556886227545,91.55844155844156,85.55555555555556,0.9826839826839826
test tissue 7,74.76038338658148,78.29670329670334,89.31297709923665,0.8956043956043958
test mean,61.98198862151277,72.05141000528826,74.38603399348837,0.9168192120434755
test std,26.9887035040157,12.151829046936324,30.167354896125605,0.04265600029332707
