,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,22.26,50.44,15.14,1.18,35.12,44.64,34.25,46.63,53.03,0.583,17.2,50.47,1.13,0.0,33.53,17.41,33.76,18.47,0.0,0.4976
split 1,25.98,49.6,27.34,0.99,35.93,43.2,34.68,42.15,52.78,0.5746,24.6,42.32,27.93,3.54,31.19,34.22,31.09,30.9,40.66,0.5303
split 2,17.86,50.1,1.56,1.94,33.71,45.81,33.5,52.23,51.7,0.5765,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5111
split 3,24.25,50.33,22.04,0.37,35.8,43.76,34.53,46.74,50.0,0.5746,18.9,49.57,7.11,0.0,33.54,24.39,33.33,39.84,0.0,0.5228
split 4,24.66,50.12,21.82,2.06,35.65,43.43,34.53,43.56,52.19,0.5711,20.29,48.83,12.05,0.0,33.51,24.72,33.04,41.11,0.0,0.5543
split 5,25.05,50.11,24.67,0.36,36.0,60.12,34.59,45.77,100.0,0.5744,22.8,48.36,20.03,0.0,33.58,22.74,33.53,34.69,0.0,0.4861
mean,23.34,50.12,18.76,1.15,35.37,46.83,34.35,46.18,59.95,0.5757,20.08,48.26,11.38,0.59,33.11,22.43,33.01,27.5,6.78,0.517
std,2.7,0.26,8.54,0.67,0.8,6.01,0.4,3.17,17.94,0.0036,2.86,2.75,10.02,1.32,0.87,7.09,0.89,14.37,15.15,0.0222
test mean,21.411341632967137,50.70388584941154,11.727484379622998,1.8026546698668615,35.160695563934254,30.51169436342886,35.48195193895506,42.12695834923085,13.926172802100693,0.5637992961187036,19.54244441682995,48.76166676760646,9.365666482883386,0.4999999999999998,33.20109930312953,21.680467905912014,33.24941631445488,19.291987403281155,12.5,0.5282162964040952
test std,5.391385836634187,2.690628019415017,14.053671157937103,4.1066039726486006,2.588224273797221,16.494099787623814,6.683093758740609,34.855215965367854,31.247035880040226,0.05060396554166615,3.0080987396044807,2.4464665174259093,11.276441760725998,1.3228756555322947,1.2690944588131041,10.68528300798981,0.8481200425829923,20.281764060225107,33.071891388307385,0.050829467933651014
