,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5616,0.0,50.0,0.0,0.4482
split 1,0.0,50.0,0.0,0.522,0.0,50.0,0.0,0.4815
split 2,0.0,50.0,0.0,0.5348,0.0,50.0,0.0,0.4912
split 3,0.0,50.0,0.0,0.5529,0.0,50.0,0.0,0.4753
split 4,0.0,50.0,0.0,0.5308,0.0,50.0,0.0,0.5327
split 5,0.0,50.0,0.0,0.5344,0.0,50.0,0.0,0.5716
mean,0.0,50.0,0.0,0.5394,0.0,50.0,0.0,0.5001
std,0.0,0.0,0.0,0.0135,0.0,0.0,0.0,0.0406
test mean,0.0,49.99999999999999,0.0,0.5377868641447052,0.0,50.0,0.0,0.538412697133728
test std,0.0,1.529166373896289e-14,0.0,0.07239608128493598,0.0,1.2560739669470201e-14,0.0,0.09117968110459602
