,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,38.19,50.65,25.37,38.56,41.28,43.61,39.25,49.19,42.39,0.6244,31.52,45.98,15.97,32.61,34.72,32.92,36.58,27.9,34.27,0.5286
split 1,38.19,49.25,24.63,40.7,40.93,42.5,38.81,45.58,43.12,0.6148,31.65,47.35,13.8,33.81,36.11,35.25,36.14,32.32,37.3,0.5479
split 2,42.15,48.73,33.5,44.23,43.35,44.53,40.74,48.16,44.7,0.6323,30.99,39.3,22.59,31.09,31.69,31.09,34.5,25.06,33.7,0.4933
split 3,39.65,51.57,25.36,42.01,42.95,46.61,39.58,53.73,46.52,0.6318,25.51,38.84,1.4,36.28,30.73,23.22,32.88,5.9,30.89,0.4916
split 4,40.47,49.15,30.56,41.68,42.18,43.64,40.06,47.96,42.9,0.6246,28.68,39.89,12.87,33.27,32.07,32.87,31.73,34.87,32.02,0.5077
split 5,38.81,47.21,30.35,38.89,40.38,41.63,37.72,42.67,44.5,0.6138,31.18,42.26,24.01,27.27,33.6,36.84,32.22,28.81,49.5,0.5227
mean,39.58,49.42,28.3,41.01,41.84,43.75,39.36,47.88,44.02,0.6236,29.92,42.27,15.11,32.39,33.15,32.03,34.01,25.81,36.28,0.5153
std,1.4,1.39,3.34,1.93,1.07,1.58,0.95,3.38,1.4,0.0073,2.21,3.31,7.42,2.76,1.85,4.35,1.87,9.44,6.24,0.02
test mean,35.4266353689962,48.95611838412659,17.017246816107555,40.30654090675446,40.043601486294655,42.673911792814366,38.33586237639588,44.692786467808745,44.99308653423848,0.6068694816034953,32.53061302554427,45.209218349994785,16.826287522490997,35.55633320414704,36.706770768099545,35.79830959176432,36.67560866325403,33.5842727905962,37.135047321442734,0.5571450811250378
test std,5.066941888729467,5.054831145257646,12.712905163435279,7.4483243622218644,4.706381555692713,9.693266217754958,4.415766772179563,26.13963331889146,9.254169168172947,0.0467092541089923,6.8527103009962955,2.98870370670785,13.919757353112557,8.553664870935947,5.220657796103642,7.516206254004956,4.298165105756533,17.517208390616606,7.816323064678906,0.03933946828054692
