,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5957,0.0,50.0,0.0,0.4569
split 1,0.0,50.0,0.0,0.5943,0.0,50.0,0.0,0.5468
split 2,0.0,50.0,0.0,0.5918,0.0,50.0,0.0,0.5148
split 3,0.0,50.0,0.0,0.6085,0.0,50.0,0.0,0.479
split 4,0.0,50.0,0.0,0.6016,0.0,50.0,0.0,0.4465
split 5,0.0,50.0,0.0,0.5721,0.0,50.0,0.0,0.5676
mean,0.0,50.0,0.0,0.594,0.0,50.0,0.0,0.5019
std,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0449
