,F1,Acc,precision,Auc
test tissue 0,72.24334600760459,70.72681704260654,68.68504292815186,0.7614035087719296
test tissue 1,59.2797783933518,65.65420560747664,72.78911564625852,0.7528556593977149
test tissue 2,69.50771491550334,59.78682170542636,55.97633136094681,0.7858527131782943
test tissue 3,63.597276961662565,69.5534911597243,79.06458797327399,0.7443811807012292
test tissue 4,63.063063063063105,69.17293233082707,78.65168539325846,0.7035445757250274
test mean,65.53823586823708,66.97885356921218,71.03335266037791,0.7496075275548391
test std,4.6856666066882315,3.9741662039926444,8.459915921007324,0.026879431716207002
