,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.546,0.0,50.0,0.0,0.4723
split 1,0.0,50.0,0.0,0.5612,0.0,50.0,0.0,0.5108
split 2,0.0,50.0,0.0,0.5385,0.0,50.0,0.0,0.5465
split 3,0.0,50.0,0.0,0.582,0.0,50.0,0.0,0.4984
split 4,0.0,50.0,0.0,0.5561,0.0,50.0,0.0,0.5036
split 5,0.0,50.0,0.0,0.5234,0.0,50.0,0.0,0.5113
mean,0.0,50.0,0.0,0.5512,0.0,50.0,0.0,0.5071
std,0.0,0.0,0.0,0.0184,0.0,0.0,0.0,0.0219
test mean,0.0,50.00000000000001,0.0,0.5581737893342436,0.0,50.0,0.0,0.48625010239327665
test std,0.0,1.5635339543114833e-14,0.0,0.06371396500427587,0.0,1.6473255640462455e-14,0.0,0.0754164475765964
