,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,35.84,50.75,17.21,39.55,40.88,48.36,37.95,63.38,43.74,0.6128,22.36,48.58,3.63,14.88,33.38,32.07,33.46,29.13,33.62,0.5272
split 1,32.56,50.4,8.81,38.47,39.17,43.36,37.34,50.25,42.48,0.5949,26.49,46.29,10.91,22.27,33.95,37.36,32.52,37.57,42.0,0.5453
split 2,36.43,50.6,15.29,43.41,41.56,48.05,38.38,60.52,45.25,0.6127,29.21,42.56,18.13,26.95,32.66,34.82,32.38,41.91,30.17,0.527
split 3,29.04,50.27,7.39,29.44,37.57,48.56,35.34,64.66,45.69,0.5942,31.12,48.16,10.51,34.71,36.71,38.61,36.49,43.14,36.2,0.5417
split 4,35.78,51.38,16.38,39.57,40.97,46.31,38.48,56.63,43.81,0.6073,31.7,39.15,17.64,38.3,34.04,35.02,30.83,34.03,40.19,0.5237
split 5,32.83,51.48,14.29,32.73,39.49,46.21,36.97,56.24,45.41,0.5994,24.52,44.89,2.41,26.26,31.8,26.69,32.81,16.81,30.45,0.5489
mean,33.75,50.81,13.23,37.19,39.94,46.81,37.41,58.61,44.4,0.6036,27.57,44.94,10.54,27.23,33.76,34.09,33.08,33.76,35.44,0.5356
std,2.59,0.46,3.76,4.68,1.35,1.81,1.07,4.87,1.15,0.0078,3.41,3.28,6.08,7.71,1.53,3.9,1.72,8.93,4.51,0.01
test mean,32.47584601973797,47.90547501145466,13.524964989476443,35.9970980582828,39.91108331696445,40.39485077790169,38.825661720828556,35.49169314735144,46.86719746552507,0.6075142483142146,27.412710861620372,41.77371020263841,12.875429538698086,27.588992843524604,34.785380428071,33.49957231464448,33.74468346666404,32.71321295690018,34.04082052036924,0.5288019024609334
test std,9.979304444133906,9.264005404340276,17.74103959116554,16.38953472286086,7.047211504419502,15.89393128621291,8.622669829965352,34.20667011389245,21.399536999687374,0.053790538595530214,6.139369006403873,10.064072901230164,18.086543914578133,12.760368238396348,3.3154893330268207,11.555918844076599,1.474869129868196,32.870284508841856,8.465905149674475,0.025150820557244588
