degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,weighted node degree topologyArea,clustering coefficient topologyArea,information centrality topologyArea,betweenness centrality topologyArea,eigenvector centrality topologyArea,page rank topologyArea,katz centrality topologyArea,current flow betweenness centrality topologyArea,communicability betweenness centrality topologyArea,harmonic centrality topologyArea,estrada index on 2 neighborhood topologyArea,avg path length on 2 neighborhood topologyArea,algebraic connectivity on 2 neighborhood topologyArea,weighted node degree topologyWall,clustering coefficient topologyWall,information centrality topologyWall,betweenness centrality topologyWall,eigenvector centrality topologyWall,page rank topologyWall,current flow betweenness centrality topologyWall,harmonic centrality topologyWall,avg path length on 2 neighborhood topologyWall,algebraic connectivity on 2 neighborhood topologyWall,weighted node degree topologyDist,clustering coefficient topologyDist,information centrality topologyDist,betweenness centrality topologyDist,eigenvector centrality topologyDist,page rank topologyDist,current flow betweenness centrality topologyDist,harmonic centrality topologyDist,avg path length on 2 neighborhood topologyDist,algebraic connectivity on 2 neighborhood topologyDist,degree topologyArea topologyArea,clustering coefficient topologyArea topologyArea,information centrality topologyArea topologyArea,betweenness centrality topologyArea topologyArea,eigenvector centrality topologyArea topologyArea,page rank topologyArea topologyArea,katz centrality topologyArea topologyArea,current flow betweenness centrality topologyArea topologyArea,communicability betweenness centrality topologyArea topologyArea,load centrality topologyArea topologyArea,harmonic centrality topologyArea topologyArea,size on 2 neighborhood topologyArea topologyArea,estrada index on 2 neighborhood topologyArea topologyArea,abs graph density on 2 neighborhood topologyArea topologyArea,rel graph density on 2 neighborhood topologyArea topologyArea,avg path length on 2 neighborhood topologyArea topologyArea,algebraic connectivity on 2 neighborhood topologyArea topologyArea,weighted node degree topologyArea.2,clustering coefficient topologyArea.2,information centrality topologyArea.2,betweenness centrality topologyArea.2,eigenvector centrality topologyArea.2,page rank topologyArea.2,katz centrality topologyArea.2,current flow betweenness centrality topologyArea.2,communicability betweenness centrality topologyArea.2,harmonic centrality topologyArea.2,estrada index on 2 neighborhood topologyArea.2,avg path length on 2 neighborhood topologyArea.2,algebraic connectivity on 2 neighborhood topologyArea.2,weighted node degree topologyArea.3,clustering coefficient topologyArea.3,information centrality topologyArea.3,betweenness centrality topologyArea.3,eigenvector centrality topologyArea.3,page rank topologyArea.3,current flow betweenness centrality topologyArea.3,harmonic centrality topologyArea.3,avg path length on 2 neighborhood topologyArea.3,algebraic connectivity on 2 neighborhood topologyArea.3,weighted node degree topologyArea.4,clustering coefficient topologyArea.4,information centrality topologyArea.4,betweenness centrality topologyArea.4,eigenvector centrality topologyArea.4,page rank topologyArea.4,current flow betweenness centrality topologyArea.4,harmonic centrality topologyArea.4,avg path length on 2 neighborhood topologyArea.4,algebraic connectivity on 2 neighborhood topologyArea.4
-0.003178545767188485,-0.1362188781740167,0.08582803185200734,0.40961364161752395,-0.17779497985458093,0.23216326879527527,0.3366456150787392,0.3582403848916623,0.4228332435337203,0.25932334320322964,-0.5370147430082469,1.1165729254319323,0.9798168777400387,-1.4541525437164327,-0.649973291611724,1.4671790834144947,-1.710508134972466,-0.8836384017546728,-0.6974919764903288,-0.3749949481599144,0.9713295723335419,-0.1211802241868021,-0.5014779276487625,0.3366456150787392,0.08113799256710143,0.42283324353335416,0.4439495464647191,0.9798168777400386,1.0581342573077752,-1.6366468700771029,0.6209809245771508,-0.3195680380517381,0.32033773780044417,0.42450354634640386,-0.0076367774306301825,0.3861761205199972,0.5433333522319744,0.5861628105599822,1.0040551812100675,-0.7088370050981698,-0.26301017914323566,-0.3964073582365498,-0.15146840211477203,0.6056336044319809,-0.09240517416658296,-0.01376325718913018,0.26206683751567317,0.3632845661015909,1.3985406189336451,-1.6981421187562296,0.33276620133887375,-0.4260537217297191,-0.779104922625966,-0.20974602825109054,-0.7045730234945995,-0.7362954334438712,-0.7938874773755271,-0.33020704323498346,-0.27917459333557126,-0.1295662024530433,0.944475153331433,-0.19527981815273202,-0.21685440715658746,0.3396713283089122,0.561224745432445,-0.22401780190579218,0.9256801560449338,0.4248629345880822,-0.9412243665256427,-0.8017765839578016,-0.8248123438628016,-0.5588125841494692,-0.6322102980318643,-0.7938874773755271,-0.26345753972355773,-0.2791745933354715,0.8490386831061963,-0.21685440715658744,-0.47698922379042485,0.33245766752889927,-0.20898144380700892,-0.9577359658617149,-0.7973662651756058,-0.368514554065579,-0.1239978155411592,-0.7007938565588039,-0.36594229740098544,0.7539646286523851,0.17221751684433398,-0.08206226389614536,0.677909882688726,-0.04709305312278471,-0.7996240961718095,-0.24197137497911445,-0.6034058917428218,-0.7114149842924489,-0.4162430401216048,0.8737390775437289,-0.14258010800433368,0.6516117449328735
-0.8057613519822803,0.8424529694196217,-0.1385655975049165,-0.3245519270644881,0.026808809592401513,-0.24974635910478385,-0.524982181057498,-0.5440039697234045,-0.38255383885300615,-0.3514928062182509,-0.2276728510879933,-0.630750858151245,-0.5900733861321721,0.6261441475107157,-0.7371597600548933,-0.6898097370082511,0.14752676155513603,-0.7430291398837761,0.1435355116807457,-0.25181323447663473,0.3309728827549604,-0.10401989614574796,-0.48466079432042425,-0.524982181057498,-0.6523540351435118,-0.38255383885301686,-0.5970271566517598,-0.590073386132172,-0.44937712976566735,0.14728804054076478,-0.3087051207312012,-0.09568406806899343,-0.2849802753478664,-0.3169200009827144,-0.007636841229507893,-0.1835293773237685,-0.47755290160122554,0.5362559423478414,-0.314096846809645,1.189346627305355,-1.0656675145582577,0.6164018373039368,-0.16125971424583474,-0.31016875239969255,0.11313412697207292,-0.5000814731521099,-0.48055018325448967,-0.6471608474474769,-1.1541770625769778,0.0008634483119214852,0.33276620133887375,-0.4260537217297191,-0.779104922625966,-0.20974602825109054,-0.7045730234945995,-0.7362954334438712,-0.7938874773755271,-0.33020704323498346,-0.27917459333557126,-0.1295662024530433,0.944475153331433,-0.19527981815273202,-0.21685440715658746,0.3396713283089122,0.561224745432445,-0.22401780190579218,0.9256801560449338,0.4248629345880822,-0.9412243665256427,-0.8017765839578016,-0.8248123438628016,-0.5588125841494692,-0.6322102980318643,-0.7938874773755271,-0.26345753972355773,-0.2791745933354715,0.8490386831061963,-0.21685440715658744,-0.47698922379042485,0.33245766752889927,-0.20898144380700892,-0.9577359658617149,-0.7973662651756058,-0.368514554065579,-0.1239978155411592,-0.7007938565588039,-0.36594229740098544,0.7539646286523851,0.17221751684433398,-0.08206226389614536,0.677909882688726,-0.04709305312278471,-0.7996240961718095,-0.24197137497911445,-0.6034058917428218,-0.7114149842924489,-0.4162430401216048,0.8737390775437289,-0.14258010800433368,0.6516117449328735
-0.003178545767188485,-0.1362188781740167,0.23868556834416788,0.6465230744302235,0.23763331781914834,0.2082821105583106,0.27973995154043474,0.3366198879192404,0.5266996290847934,0.5982626555505174,0.367648448338375,0.7988776920531727,0.7156288041582362,-1.0898172737719434,-0.5088142474656344,1.1183873230743657,-1.077251490571841,-0.7358984084360372,-0.6474902592393054,-0.13376855975059238,0.7939376753665439,-0.05717763574035041,-0.5130959758973942,0.27973995154043474,0.01912305968147901,0.5266996290845302,0.6389736464961089,0.715628804158236,0.6505364877060063,-0.984810502340565,0.007900195410393466,-0.5563167646346403,0.20280622938255957,0.43240784855673636,-0.007636840196168448,0.04012501805494678,0.3417192090319776,0.34529963361973226,0.1985364051071598,-0.928658264198139,-0.8980238289899499,-0.4137175204607098,-0.10112230047478445,0.9395566354168383,0.446410406528374,-0.4601829588477967,0.06194967215329204,0.7526353379011801,1.2038026538928948,-0.9696247497425171,0.33276620133887375,-0.4260537217297191,-0.779104922625966,-0.20974602825109054,-0.7045730234945995,-0.7362954334438712,-0.7938874773755271,-0.33020704323498346,-0.27917459333557126,-0.1295662024530433,0.944475153331433,-0.19527981815273202,-0.21685440715658746,0.3396713283089122,0.561224745432445,-0.22401780190579218,0.9256801560449338,0.4248629345880822,-0.9412243665256427,-0.8017765839578016,-0.8248123438628016,-0.5588125841494692,-0.6322102980318643,-0.7938874773755271,-0.26345753972355773,-0.2791745933354715,0.8490386831061963,-0.21685440715658744,-0.47698922379042485,0.33245766752889927,-0.20898144380700892,-0.9577359658617149,-0.7973662651756058,-0.368514554065579,-0.1239978155411592,-0.7007938565588039,-0.36594229740098544,0.7539646286523851,0.17221751684433398,-0.08206226389614536,0.677909882688726,-0.04709305312278471,-0.7996240961718095,-0.24197137497911445,-0.6034058917428218,-0.7114149842924489,-0.4162430401216048,0.8737390775437289,-0.14258010800433368,0.6516117449328735
-0.8057613519822803,0.8424529694196217,-0.13376902661304474,-0.5038862112489105,0.07262518042946779,-0.24446582623023352,-0.5965101066949264,-0.6399555942617413,-0.5163835459165382,-0.6025971505267623,-0.8119581534244849,-0.9484460915300045,-0.8826304976066152,1.2608458621198941,-0.5573376688908542,-1.1562332282866188,1.0432960638241435,-0.716539781500971,0.1800833384546672,-0.24840454286779134,0.33377872998290786,-0.12193627569840314,-0.4302628772963238,-0.5965101066949264,-0.7403882254175067,-0.51638354591663,-0.588966162587621,-0.882630497606615,-0.661568809189161,1.0981506458603458,-0.3265384626359125,-0.16730490378774845,-0.30806857464845894,-0.3758070524496851,-0.007636841368152972,-0.17962228177881595,-0.5262378809714651,0.4036053849052279,-1.127273697399552,1.3090406320671142,-0.5515961033236451,1.023785647701753,-0.00834815723488278,-0.2983002104722775,-0.08158602320434213,-0.1691755491974724,-0.4750744963222663,-0.8896394161659591,-1.1245029376401345,1.09551495385153,0.33276620133887375,-0.4260537217297191,-0.779104922625966,-0.20974602825109054,-0.7045730234945995,-0.7362954334438712,-0.7938874773755271,-0.33020704323498346,-0.27917459333557126,-0.1295662024530433,0.944475153331433,-0.19527981815273202,-0.21685440715658746,0.3396713283089122,0.561224745432445,-0.22401780190579218,0.9256801560449338,0.4248629345880822,-0.9412243665256427,-0.8017765839578016,-0.8248123438628016,-0.5588125841494692,-0.6322102980318643,-0.7938874773755271,-0.26345753972355773,-0.2791745933354715,0.8490386831061963,-0.21685440715658744,-0.47698922379042485,0.33245766752889927,-0.20898144380700892,-0.9577359658617149,-0.7973662651756058,-0.368514554065579,-0.1239978155411592,-0.7007938565588039,-0.36594229740098544,0.7539646286523851,0.17221751684433398,-0.08206226389614536,0.677909882688726,-0.04709305312278471,-0.7996240961718095,-0.24197137497911445,-0.6034058917428218,-0.7114149842924489,-0.4162430401216048,0.8737390775437289,-0.14258010800433368,0.6516117449328735
-0.003178545767188485,-0.1362188781740167,0.02084807902147912,0.45845531004460444,-0.19941640924885068,0.24053527300530236,0.27105019620575854,0.25142762336408214,0.30336975293190416,0.44302081754253375,-0.2580076943708607,0.7988776920531727,0.6841935643938595,-1.0898172737719434,-0.5088142474656344,1.1549274122528552,-1.2816933225452873,-0.8244800529512553,-0.6710024879138667,-0.40330365559058023,1.4102887831060074,-0.08185939142062089,-0.56416210124266,0.27105019620575854,-0.054053827878758426,0.30336975293169066,0.3796472182358291,0.6841935643938594,1.0397536311711113,-1.1344600304432992,-0.01827827780326717,-0.5247896212047719,0.038258524228031644,-0.04461678983678526,-0.007636826692118372,-0.05480577688296761,0.26255290140163434,-0.47516137979811857,0.6100311994924089,-1.0659386283441261,-0.5653741197994692,-0.3640613079377817,-0.21807899282902032,0.5690656644394027,0.190612544057039,-0.2749279091196837,0.05234100225714966,0.09897463273575657,1.4322364792719975,-1.0051857532832675,0.33276620133887375,-0.4260537217297191,-0.779104922625966,-0.20974602825109054,-0.7045730234945995,-0.7362954334438712,-0.7938874773755271,-0.33020704323498346,-0.27917459333557126,-0.1295662024530433,0.944475153331433,-0.19527981815273202,-0.21685440715658746,0.3396713283089122,0.561224745432445,-0.22401780190579218,0.9256801560449338,0.4248629345880822,-0.9412243665256427,-0.8017765839578016,-0.8248123438628016,-0.5588125841494692,-0.6322102980318643,-0.7938874773755271,-0.26345753972355773,-0.2791745933354715,0.8490386831061963,-0.21685440715658744,-0.47698922379042485,0.33245766752889927,-0.20898144380700892,-0.9577359658617149,-0.7973662651756058,-0.368514554065579,-0.1239978155411592,-0.7007938565588039,-0.36594229740098544,0.7539646286523851,0.17221751684433398,-0.08206226389614536,0.677909882688726,-0.04709305312278471,-0.7996240961718095,-0.24197137497911445,-0.6034058917428218,-0.7114149842924489,-0.4162430401216048,0.8737390775437289,-0.14258010800433368,0.6516117449328735
-0.003178545767188485,-0.1362188781740167,0.2307148588740678,0.24183308802031153,0.12218671905166734,0.21175136456261784,0.201280749319145,0.22425763627453021,0.27435403699855443,0.18834253747428858,0.05959963202461777,0.4811824586744133,0.4237749808343215,-0.6841808396232226,-0.3535392989049432,0.6779830903441496,-1.0687771039355667,-0.8434643517102483,-0.6682188453307436,-0.2591831850691281,0.6798332214299522,-0.1287527338367223,-0.38736607315707705,0.201280749319145,-0.1020002033119684,0.27435403699849364,0.8830753614754059,0.42377498083432147,-0.1396724561302044,-1.2682638337136658,-0.06146156507189188,-0.5530469210845822,0.09323257828064356,0.7691311227168668,-0.007636838832851329,0.045182794491510504,0.13323276416915397,1.0866563071280566,-0.06955089141790512,-0.31915711324319074,-0.31569133214244977,-0.3559102316298257,0.0014953552493187682,0.39392447815916054,-0.17907846827673168,0.04369988015010895,0.21438583623659108,0.7106221965508502,0.16479092750239777,-1.2844521820646553,0.33276620133887375,-0.4260537217297191,-0.779104922625966,-0.20974602825109054,-0.7045730234945995,-0.7362954334438712,-0.7938874773755271,-0.33020704323498346,-0.27917459333557126,-0.1295662024530433,0.944475153331433,-0.19527981815273202,-0.21685440715658746,0.3396713283089122,0.561224745432445,-0.22401780190579218,0.9256801560449338,0.4248629345880822,-0.9412243665256427,-0.8017765839578016,-0.8248123438628016,-0.5588125841494692,-0.6322102980318643,-0.7938874773755271,-0.26345753972355773,-0.2791745933354715,0.8490386831061963,-0.21685440715658744,-0.47698922379042485,0.33245766752889927,-0.20898144380700892,-0.9577359658617149,-0.7973662651756058,-0.368514554065579,-0.1239978155411592,-0.7007938565588039,-0.36594229740098544,0.7539646286523851,0.17221751684433398,-0.08206226389614536,0.677909882688726,-0.04709305312278471,-0.7996240961718095,-0.24197137497911445,-0.6034058917428218,-0.7114149842924489,-0.4162430401216048,0.8737390775437289,-0.14258010800433368,0.6516117449328735
-0.003178545767188485,-0.1362188781740167,0.3371803913781402,0.34128451003295796,0.5333312327685268,0.20761095663475637,0.11782368162990005,0.11466683861798897,0.22376533306285318,0.314588168802822,0.5284019247699109,0.16348722529565377,0.16092068309485416,-0.22986803337665662,-0.18191961891680997,0.2561694293012309,-0.8669025106721758,-0.39394449289609074,-0.5447137038670734,0.02722003347538291,0.9703942899242254,-0.12791938961631472,-0.1312446003253665,0.11782368162990005,-0.03732283485766496,0.2237653330627394,1.089197834607703,0.16092068309485413,-0.23753139955583644,-0.9191252754801791,0.024729380289774325,-0.5233599814680394,0.20846549495580302,0.24981846749807268,-0.00763684127977786,0.14884153949957932,0.15149462061885716,0.7496522943531893,-0.41614377976243694,-0.7629513265578586,0.09420950216776554,-0.16289576355284002,0.3054036597305284,0.22487794854434676,-0.13871813640212666,0.2483962110728494,0.31063576348425953,0.6467269303157703,-0.031819171633283766,-0.551904469915905,0.33276620133887375,-0.4260537217297191,-0.779104922625966,-0.20974602825109054,-0.7045730234945995,-0.7362954334438712,-0.7938874773755271,-0.33020704323498346,-0.27917459333557126,-0.1295662024530433,0.944475153331433,-0.19527981815273202,-0.21685440715658746,0.3396713283089122,0.561224745432445,-0.22401780190579218,0.9256801560449338,0.4248629345880822,-0.9412243665256427,-0.8017765839578016,-0.8248123438628016,-0.5588125841494692,-0.6322102980318643,-0.7938874773755271,-0.26345753972355773,-0.2791745933354715,0.8490386831061963,-0.21685440715658744,-0.47698922379042485,0.33245766752889927,-0.20898144380700892,-0.9577359658617149,-0.7973662651756058,-0.368514554065579,-0.1239978155411592,-0.7007938565588039,-0.36594229740098544,0.7539646286523851,0.17221751684433398,-0.08206226389614536,0.677909882688726,-0.04709305312278471,-0.7996240961718095,-0.24197137497911445,-0.6034058917428218,-0.7114149842924489,-0.4162430401216048,0.8737390775437289,-0.14258010800433368,0.6516117449328735
-0.8057613519822803,0.8424529694196217,-0.43256954331748415,-0.995251435310131,-0.9021380242353831,-0.21840339070987688,-0.5704466607917089,-0.7234599158001468,-0.9548720077352274,-0.9803222826855692,-1.6805224321888994,-0.9484460915300045,-0.88343582443901,1.0480060390253862,-0.5430660743540296,-1.061602316219106,0.9397432890400497,-0.601296609021913,-0.047731346606659626,-0.6249133521298189,-1.3060830943517292,-0.11259611101250276,-0.3030594128676285,-0.5704466607917089,-0.6022673684200672,-0.9548720077353128,-1.3372625937069533,-0.8834358244390098,-1.1742616339899312,0.5600265829223885,-0.4649047890616338,-0.3154951642707408,-0.5891212359377221,-1.0638765598590654,-0.007636836930141386,-0.3373480074869716,-0.5698387265662096,-1.0470170062139004,-1.4898322196610179,0.527974447720762,-0.6303515466194655,0.7515079513717493,-0.5499721957830582,-0.6100900146195233,0.028886909430310477,-0.2608623176396355,-0.722954925470423,-1.1035700202381364,-0.9828561894337973,1.1945834900844337,0.33276620133887375,-0.4260537217297191,-0.7188126104223128,0.4095321001935565,-0.20317550628121264,-0.7537110057996144,-0.7689228805692736,-0.11797762166714823,0.29548634068907337,0.38917552759663687,1.225326143340704,0.15755133808028945,0.06170441911912191,-0.14867455401562968,0.34666946224875056,0.3831631564390819,0.38895017357289535,-0.6103000672436524,-1.124279704344459,-0.8030298143572826,0.9193482852598815,-0.5682648926800904,-0.8366869025736737,-0.7689228805692736,-0.41877447208659535,0.29548634068892765,1.457362065241034,0.061704419119121896,-0.7444090169805384,-0.300324913582241,-0.11330143416519885,-0.9669376012016159,-0.7248492402007288,1.0747879140481604,-0.12399782066219253,-0.576409748889133,-0.17160952674988053,1.3851511490669002,-0.22509119234945285,-0.37908106568708455,-0.47626282752576554,-0.5200125136655263,-0.775514881346151,0.15408537074832554,-0.7124507031668327,-0.8553068537033194,-0.2982819591493101,1.3156951333736526,-0.24872305169960218,-0.09554745993359959
-0.003178545767188485,-0.1362188781740167,0.21249360625225536,-0.2733795148898276,0.22367569827855627,0.22345393958988402,0.1517193630738026,0.11291593142501846,-0.09558138019347041,-0.29293906559783206,-0.10419310863548784,0.16348722529565377,0.16392182206602296,-0.26231894810855555,-0.1594456132040795,0.19334611808207752,-0.682410953874163,0.11428377653997822,-0.4069232214663539,0.15416897725335588,0.27205009096803084,-0.10780278689320308,0.008621618235185721,0.1517193630738026,0.1402824460212122,-0.09558138019335657,-0.2307254587853463,0.16392182206602293,0.8120933049763208,-0.3467115505403359,-0.11310724291664558,-0.47706204412374353,-0.006146168201422115,-0.169504764760026,-0.0076368369592315945,-0.07014815136837911,-0.042191355031136225,-0.3228697190453365,0.37820460876072043,0.016057237164196665,0.2809649099186146,-0.005779708105617594,0.2672494644825007,-0.3050364099445934,0.10652192558654654,0.1968719395544325,0.23847588474079737,-0.32287342642549044,0.44143450390315037,-0.42700752325362534,0.33276620133887375,-0.4260537217297191,-0.7188126104223128,0.4095321001935565,-0.20317550628121264,-0.7537110057996144,-0.7689228805692736,-0.11797762166714823,0.29548634068907337,0.38917552759663687,1.225326143340704,0.15755133808028945,0.06170441911912191,-0.14867455401562968,0.34666946224875056,0.3831631564390819,0.38895017357289535,-0.6103000672436524,-1.124279704344459,-0.8030298143572826,0.9193482852598815,-0.5682648926800904,-0.8366869025736737,-0.7689228805692736,-0.41877447208659535,0.29548634068892765,1.457362065241034,0.061704419119121896,-0.7444090169805384,-0.300324913582241,-0.11330143416519885,-0.9669376012016159,-0.7248492402007288,1.0747879140481604,-0.12399782066219253,-0.576409748889133,-0.17160952674988053,1.3851511490669002,-0.22509119234945285,-0.37908106568708455,-0.47626282752576554,-0.5200125136655263,-0.775514881346151,0.15408537074832554,-0.7124507031668327,-0.8553068537033194,-0.2982819591493101,1.3156951333736526,-0.24872305169960218,-0.09554745993359959
-0.003178545767188485,-0.1362188781740167,0.26235363174628284,-0.48297163600933274,0.42573773492253086,0.2271820871291003,0.10078564605837297,0.04730906174592454,-0.2144838820696269,-0.4469305719870933,-0.03077994610662222,-0.15420800808310575,-0.09890469955615956,0.19199385813801048,0.012174066784054501,-0.2284675429608412,-0.42309499554025454,0.41269644717783566,-0.3811421384426242,0.30149793610089193,-1.059480299095323,-0.11337624460960063,0.28465448600297927,0.10078564605837297,0.2783726746716368,-0.21448388206981536,-0.7445763285682643,-0.09890469955615955,-0.24366040411738635,-0.4351558875369656,-0.008920156134460858,-0.41824315923827293,0.12639096119872972,-1.7136102015483352,-0.0076368370513567275,0.05966757982564086,0.011950343692638022,-0.9864840438971824,0.20699237895386594,0.3533272050720388,0.0360210519566093,-0.11390707628551759,0.21333490918963735,-0.5311802493723804,-0.005618465984067791,0.14522989524994703,0.08585570102640504,-0.3643535366162742,-0.6345713500923998,-0.2718991341101423,0.33276620133887375,-0.4260537217297191,-0.7188126104223128,0.4095321001935565,-0.20317550628121264,-0.7537110057996144,-0.7689228805692736,-0.11797762166714823,0.29548634068907337,0.38917552759663687,1.225326143340704,0.15755133808028945,0.06170441911912191,-0.14867455401562968,0.34666946224875056,0.3831631564390819,0.38895017357289535,-0.6103000672436524,-1.124279704344459,-0.8030298143572826,0.9193482852598815,-0.5682648926800904,-0.8366869025736737,-0.7689228805692736,-0.41877447208659535,0.29548634068892765,1.457362065241034,0.061704419119121896,-0.7444090169805384,-0.300324913582241,-0.11330143416519885,-0.9669376012016159,-0.7248492402007288,1.0747879140481604,-0.12399782066219253,-0.576409748889133,-0.17160952674988053,1.3851511490669002,-0.22509119234945285,-0.37908106568708455,-0.47626282752576554,-0.5200125136655263,-0.775514881346151,0.15408537074832554,-0.7124507031668327,-0.8553068537033194,-0.2982819591493101,1.3156951333736526,-0.24872305169960218,-0.09554745993359959
