Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
105,0.1,23.9323,-9.45116,-3.40841,13.4525
242,0.95,27.1565,-1.20832,-5.7656,13.9781
377,0.95,26.9292,-11.847000000000001,-12.3066,13.4419
416,0.95,26.7835,-5.41959,-1.49684,13.6547
430,0.1,20.4924,-4.01994,-13.7318,13.8331


Area HeatMap results for mesh 1
Signal range: 13.169-60.1356 micro m^2
