,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5551,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5181
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5473,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5566
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5503,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5428
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5454,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5631
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5572,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5091
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.556,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5063
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5519,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5326
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226
test mean,16.66666666666667,50.0,0.0,0.0,33.333333333333336,11.111111111111112,33.333333333333336,0.0,0.0,0.5447657061279667,16.66666666666667,50.00000000000001,0.0,0.0,33.33333333333333,11.111111111111114,33.33333333333334,0.0,0.0,0.5530854514782202
test std,1.6020073277981674e-14,4.725942283508906e-14,0.0,0.0,6.934187076613321e-15,1.4300447492204386e-14,4.2969585707536134e-14,0.0,0.0,0.035643218745347434,1.5888218580782548e-14,4.7796874181478123e-14,0.0,0.0,7.944109290391274e-15,1.459426066677148e-14,4.3800795900274466e-14,0.0,0.0,0.030194048702602436
