,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,44.47,48.6,42.02,42.79,44.9,45.79,41.48,47.61,48.26,0.6336,27.72,45.68,29.51,7.98,33.96,34.84,33.47,35.02,36.01,0.5362
split 1,42.97,50.4,37.23,41.3,44.18,45.79,40.64,47.72,48.99,0.6305,33.32,40.8,17.12,42.05,36.13,36.64,33.78,37.25,38.9,0.5164
split 2,44.86,48.87,40.56,45.15,45.24,45.68,42.91,46.88,47.24,0.6405,31.74,44.6,24.64,25.98,34.22,34.6,34.82,29.06,39.91,0.5229
split 3,42.45,52.58,38.31,36.45,44.25,45.71,41.71,46.36,49.07,0.634,32.2,41.88,20.75,33.96,34.26,34.36,33.88,34.31,34.88,0.5061
split 4,42.87,49.85,36.7,42.06,43.98,45.41,40.54,47.52,48.18,0.6314,27.56,38.22,30.81,13.66,30.03,28.72,31.36,29.91,24.87,0.4948
split 5,40.79,50.23,29.11,43.04,42.82,44.06,40.08,45.13,46.96,0.6303,30.01,40.43,17.7,31.92,32.58,34.84,32.94,41.66,29.94,0.5048
mean,43.07,50.09,37.32,41.8,44.23,45.41,41.23,46.87,48.12,0.6334,30.43,41.93,23.42,25.93,33.53,34.0,33.38,34.53,34.09,0.5135
std,1.34,1.3,4.11,2.67,0.77,0.62,0.94,0.91,0.8,0.0035,2.2,2.53,5.37,11.78,1.88,2.48,1.06,4.28,5.22,0.0135
test mean,38.56057564215573,46.55924158489368,31.976008346344578,37.14647699522892,40.9089646054937,42.979488982504705,39.12026879856505,45.52208200641796,44.29611614253108,0.6099311851513523,29.622402138305926,39.807487729761874,21.49182428842959,27.567894396726313,32.582508077039286,30.691895605849766,32.06846501961387,26.72764888523276,33.27957291270266,0.5192217969365801
test std,5.914033199621427,6.8077887706054465,13.084860281192855,11.60659668536504,4.611304708637326,8.016040096340687,6.7597577255609105,17.382943401405882,14.909816985882701,0.05339777276082565,6.553592936626456,8.299226450095736,13.897491058904459,11.877453596961603,5.8418063665401,8.989533663953903,5.043091244852295,16.50224378685043,14.828075565300225,0.034036673131209484
