,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4624,0.0,50.0,0.0,0.563
split 1,0.0,50.0,0.0,0.4846,0.0,50.0,0.0,0.4741
split 2,0.0,50.0,0.0,0.4944,0.0,50.0,0.0,0.6108
split 3,0.0,50.0,0.0,0.4791,0.0,50.0,0.0,0.5008
split 4,0.0,50.0,0.0,0.4792,0.0,50.0,0.0,0.511
split 5,0.0,50.0,0.0,0.5123,0.0,50.0,0.0,0.5583
mean,0.0,50.0,0.0,0.4853,0.0,50.0,0.0,0.5363
std,0.0,0.0,0.0,0.0153,0.0,0.0,0.0,0.0457
test mean,0.0,50.0,0.0,0.4732701582451877,0.0,50.00000000000001,0.0,0.4924899641309003
test std,0.0,1.6623791107849736e-14,0.0,0.10651137630586467,0.0,1.5688358818848954e-14,0.0,0.10665169038214187
