,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,60.18,63.87,66.08,50.57,60.51,60.18,60.69,65.01,54.84,0.7822,50.46,51.72,60.88,38.77,52.33,53.69,60.3,48.86,51.9,0.7145
split 1,57.52,61.03,63.56,47.96,57.89,57.49,58.79,61.26,52.43,0.7556,59.42,69.89,61.82,46.54,60.0,59.37,64.36,63.75,50.0,0.7832
split 2,59.07,63.43,65.35,48.44,59.47,59.02,60.63,63.68,52.75,0.7777,55.72,54.65,59.66,52.84,55.56,56.38,56.7,63.91,48.54,0.7243
split 3,59.17,62.98,64.29,50.25,59.48,59.18,59.91,63.24,54.4,0.7724,57.32,66.34,66.3,39.31,58.99,57.91,58.62,64.21,50.89,0.788
split 4,57.32,61.67,63.56,46.73,57.77,57.3,58.62,61.7,51.58,0.7602,55.14,52.94,65.55,46.91,55.9,55.59,58.33,57.99,50.44,0.7551
split 5,57.35,61.41,63.58,47.05,57.77,57.31,58.87,61.35,51.72,0.7617,58.38,62.07,64.33,48.75,58.77,58.39,59.28,62.35,53.54,0.7599
mean,58.43,62.4,64.4,48.5,58.81,58.41,59.58,62.71,52.95,0.7683,56.07,59.6,63.09,45.52,56.92,56.89,59.6,60.18,50.89,0.7542
std,1.1,1.08,0.99,1.46,1.06,1.11,0.86,1.38,1.25,0.0097,2.9,6.93,2.46,5.02,2.62,1.9,2.39,5.49,1.56,0.0273
