,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6114,0.0,50.0,0.0,0.4954
split 1,0.0,50.0,0.0,0.6061,0.0,50.0,0.0,0.5061
split 2,0.0,50.0,0.0,0.6237,0.0,50.0,0.0,0.3969
split 3,0.0,50.0,0.0,0.5977,0.0,50.0,0.0,0.5462
split 4,0.0,50.0,0.0,0.6028,0.0,50.0,0.0,0.4983
split 5,0.0,50.0,0.0,0.5918,0.0,50.0,0.0,0.4938
mean,0.0,50.0,0.0,0.6056,0.0,50.0,0.0,0.4895
std,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.0451
test mean,0.0,50.0,0.0,0.5913463630924694,0.0,50.00000000000001,0.0,0.43976982837329426
test std,0.0,1.572008455159306e-14,0.0,0.0877699515252261,0.0,1.5280799322856756e-14,0.0,0.1259694317771581
