,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4989,0.0,50.0,0.0,0.5469
split 1,0.0,50.0,0.0,0.4907,0.0,50.0,0.0,0.4987
split 2,0.0,50.0,0.0,0.5028,0.0,50.0,0.0,0.5135
split 3,0.0,50.0,0.0,0.5287,0.0,50.0,0.0,0.4208
split 4,0.0,50.0,0.0,0.5087,0.0,50.0,0.0,0.4461
split 5,0.0,50.0,0.0,0.5011,0.0,50.0,0.0,0.5028
mean,0.0,50.0,0.0,0.5051,0.0,50.0,0.0,0.4881
std,0.0,0.0,0.0,0.0118,0.0,0.0,0.0,0.0423
test mean,0.0,50.0,0.0,0.5065595182177695,0.0,49.99999999999999,0.0,0.5336037735646231
test std,0.0,1.686185274042142e-14,0.0,0.09021286346588422,0.0,1.5485919901226005e-14,0.0,0.055981211981627546
