,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5014,0.0,50.0,0.0,0.5147
split 1,0.0,50.0,0.0,0.5093,0.0,50.0,0.0,0.4596
split 2,0.0,50.0,0.0,0.496,0.0,50.0,0.0,0.5532
split 3,0.0,50.0,0.0,0.5149,0.0,50.0,0.0,0.4854
split 4,0.0,50.0,0.0,0.5041,0.0,50.0,0.0,0.5435
split 5,0.0,50.0,0.0,0.5144,0.0,50.0,0.0,0.4647
mean,0.0,50.0,0.0,0.5067,0.0,50.0,0.0,0.5035
std,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0364
test mean,0.0,50.0,0.0,0.5114561476779587,0.0,50.0,0.0,0.5080317297101743
test std,0.0,1.4117052668876551e-14,0.0,0.06745086015737883,0.0,1.5888218580782548e-14,0.0,0.05652554892497817
