,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6189,0.0,50.0,0.0,0.5
split 1,0.0,50.0,0.0,0.6062,0.0,50.0,0.0,0.5015
split 2,0.0,50.0,0.0,0.5755,0.0,50.0,0.0,0.5232
split 3,0.0,50.0,0.0,0.5999,0.0,50.0,0.0,0.4578
split 4,0.0,50.0,0.0,0.6115,0.0,50.0,0.0,0.489
split 5,0.0,50.0,0.0,0.5963,0.0,50.0,0.0,0.5582
mean,0.0,50.0,0.0,0.6014,0.0,50.0,0.0,0.5049
std,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0308
test mean,0.0,50.0,0.0,0.5788381156354965,0.0,49.99999999999999,0.0,0.5245272142900421
test std,0.0,1.7251323318614707e-14,0.0,0.08762018373583123,0.0,7.944109290391274e-15,0.0,0.06971654179196908
