,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5819,0.0,50.0,0.0,0.5414
split 1,0.0,50.0,0.0,0.6166,0.0,50.0,0.0,0.4837
split 2,4.26,50.85,81.73,0.6076,0.0,50.0,0.0,0.4736
split 3,4.12,50.93,89.55,0.6126,0.0,49.54,0.0,0.4785
split 4,3.75,50.74,81.71,0.5752,0.0,50.0,0.0,0.4991
split 5,3.22,50.66,83.29,0.5952,3.89,50.57,70.06,0.5056
mean,2.56,50.53,56.05,0.5982,0.65,50.02,11.68,0.497
std,1.84,0.38,39.72,0.0155,1.45,0.3,26.11,0.0228
test mean,3.3938036135789194,50.725329841251344,23.36164049899608,0.5820964528900262,3.125000000000001,50.69124423963133,12.5,0.5457320896259064
test std,6.075153382247732,1.6782548661363579,39.73043619795023,0.07826597239026852,8.267972847076848,2.4949778603349895,33.071891388307385,0.06864555795553341
