,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5452,0.0,50.0,0.0,0.504
split 1,0.0,50.0,0.0,0.5493,0.0,50.0,0.0,0.4826
split 2,0.0,50.0,0.0,0.5608,0.0,50.0,0.0,0.4673
split 3,0.0,50.0,0.0,0.5183,0.0,50.0,0.0,0.548
split 4,0.0,50.0,0.0,0.5451,0.0,50.0,0.0,0.4359
split 5,0.0,50.0,0.0,0.5547,0.0,50.0,0.0,0.4715
mean,0.0,50.0,0.0,0.5456,0.0,50.0,0.0,0.4849
std,0.0,0.0,0.0,0.0134,0.0,0.0,0.0,0.0347
test mean,0.0,50.0,0.0,0.5257676293339378,0.0,49.99999999999999,0.0,0.42869734368247203
test std,0.0,1.6054591898650453e-14,0.0,0.08518267118805949,0.0,1.7222418539888655e-14,0.0,0.09878252494368138
