,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5578,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5313
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5581,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.547
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5564,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.541
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5549,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5616
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5558,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5446
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5594,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5179
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.557,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5406
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136
test mean,16.66666666666667,50.000000000000014,0.0,0.0,33.33333333333333,11.111111111111118,33.33333333333335,0.0,0.0,0.5553080236160866,16.666666666666668,50.0,0.0,0.0,33.33333333333333,11.111111111111114,33.33333333333334,0.0,0.0,0.5372685989612742
test std,1.129364213510124e-14,3.219183305576649e-14,0.0,0.0,4.312830829653677e-15,9.643782910562438e-15,2.818700921599512e-14,0.0,0.0,0.047361371104363496,8.331852114593072e-15,2.3964363939001106e-14,0.0,0.0,9.39959687352353e-15,7.0776173590788484e-15,2.056281705405323e-14,0.0,0.0,0.020564239918262842
