,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.612,0.0,50.0,0.0,0.4789
split 1,0.0,50.0,0.0,0.6009,0.0,50.0,0.0,0.5221
split 2,0.0,50.0,0.0,0.6203,0.0,50.0,0.0,0.4725
split 3,0.0,50.0,0.0,0.6043,0.0,50.0,0.0,0.575
split 4,0.0,50.0,0.0,0.5836,0.0,50.0,0.0,0.5182
split 5,0.0,50.0,0.0,0.6076,0.0,50.0,0.0,0.4829
mean,0.0,50.0,0.0,0.6048,0.0,50.0,0.0,0.5083
std,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0354
test mean,0.0,50.0,0.0,0.5946020514712064,0.0,50.000000000000014,0.0,0.48833793505153633
test std,0.0,1.529166373896289e-14,0.0,0.06869247821637749,0.0,2.07157025572446e-14,0.0,0.06297302632734544
