,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5351,0.0,50.0,0.0,0.4952
split 1,0.0,50.0,0.0,0.5276,0.0,50.0,0.0,0.4586
split 2,0.0,50.0,0.0,0.5485,0.0,50.0,0.0,0.5085
split 3,0.0,50.0,0.0,0.5134,0.0,50.0,0.0,0.4786
split 4,0.0,50.0,0.0,0.5346,0.0,50.0,0.0,0.5236
split 5,0.0,50.0,0.0,0.5076,0.0,50.0,0.0,0.5586
mean,0.0,50.0,0.0,0.5278,0.0,50.0,0.0,0.5039
std,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0321
test mean,0.0,50.0,0.0,0.5295890316294795,0.0,50.0,0.0,0.5178765893423273
test std,0.0,1.3142260811914743e-14,0.0,0.09405218267850812,0.0,9.39959687352353e-15,0.0,0.06517951437539435
