,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.19,50.03,0.0,1.55,33.49,28.29,33.4,0.0,51.48,0.5835,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5398
split 1,17.01,50.06,0.0,0.96,33.49,44.46,33.39,0.0,100.0,0.5783,17.67,48.95,0.0,4.05,32.58,18.62,32.9,0.0,22.95,0.5041
split 2,17.2,50.03,0.0,1.56,33.49,28.51,33.4,0.0,52.12,0.587,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5137
split 3,17.16,50.03,0.0,1.46,33.48,28.26,33.39,0.0,51.38,0.5845,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5335
split 4,17.11,49.97,0.0,1.37,33.42,26.68,33.35,0.0,46.67,0.5827,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5429
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5798,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5268
mean,17.06,50.02,0.0,1.15,33.45,27.88,33.38,0.0,50.28,0.5826,16.83,49.82,0.0,0.68,33.21,12.36,33.26,0.0,3.82,0.5268
std,0.19,0.03,0.0,0.55,0.06,9.65,0.02,0.0,28.92,0.0029,0.37,0.39,0.0,1.51,0.28,2.8,0.16,0.0,8.55,0.0139
test mean,17.03139792414712,49.84821749319928,0.0,1.2459762792420823,33.32450001946323,12.97254881930892,33.28653811939484,0.0,5.631108338531919,0.574476903703068,16.648737808376357,49.94621342512907,0.0,0.0,33.11403508771929,11.120823620823614,33.36247086247085,0.0,0.0,0.537494132347609
test std,1.3575287120049009,0.9916848684733557,0.0,4.090528911540733,1.024490526237975,7.211729668243825,0.515134060817594,0.0,21.455696378357025,0.030468605723178915,0.047435300327464854,0.1423059009823944,0.0,0.0,0.5802086208474964,0.025696885305599094,0.0770906559167977,0.0,0.0,0.04618697160922724
