,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.86,49.06,36.98,39.55,43.2,45.86,38.77,51.4,47.39,0.6415,33.04,41.5,19.53,38.09,35.29,35.61,34.31,36.17,36.36,0.5404
split 1,39.37,50.57,29.01,38.53,42.1,45.35,38.72,51.56,45.76,0.6357,31.99,42.51,29.85,23.61,33.45,33.48,34.61,39.12,26.72,0.5098
split 2,40.98,49.78,37.07,36.1,42.68,45.13,38.91,50.33,46.14,0.6403,32.42,45.42,34.15,17.69,36.06,37.17,34.5,39.38,37.64,0.5382
split 3,39.39,52.01,28.41,37.74,42.54,45.46,39.49,50.06,46.84,0.6444,27.07,46.2,19.41,15.59,33.14,32.96,33.27,36.83,28.78,0.5194
split 4,40.81,50.44,36.31,35.67,42.86,46.0,38.81,52.13,47.05,0.6364,30.14,44.53,17.46,28.44,33.1,31.59,35.13,28.03,31.61,0.5283
split 5,40.58,50.27,31.24,40.24,42.81,45.94,38.95,51.89,46.98,0.6341,28.02,39.52,19.14,25.39,30.82,35.18,30.4,48.24,26.89,0.5545
mean,40.5,50.35,33.17,37.97,42.7,45.62,38.94,51.23,46.69,0.6387,30.45,43.28,23.26,24.8,33.65,34.33,33.7,37.96,31.33,0.5318
std,0.89,0.89,3.72,1.67,0.33,0.33,0.25,0.77,0.56,0.0036,2.25,2.33,6.34,7.38,1.69,1.85,1.58,5.95,4.33,0.0146
test mean,37.671003279792856,48.18771173803274,31.293949200149438,33.531348901196374,41.02331015337328,45.94182156813874,37.820080131000665,54.66449758454381,45.340886988871766,0.6326358245083051,29.469304555426724,39.68260773658608,21.505919167206393,27.219386762487705,32.37001364420048,30.112652346475127,31.95459951076107,25.980682756274504,32.4026747723898,0.5053721333915522
test std,5.617810668895654,6.366408855323782,12.471021528771235,8.47276196612073,4.43002577965567,5.982715972077409,4.848816161293373,14.863437844378955,7.581062508867695,0.04055468977325309,4.5673574308118905,6.02140974223332,13.834998725832136,6.92574839257153,2.7999820978809615,6.162615543798894,2.474079018995464,16.428713729719018,5.498058309555953,0.01762544278807856
