,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.15,49.92,0.0,1.54,33.39,25.28,33.33,0.0,42.51,0.6003,17.37,49.45,0.0,2.65,33.09,22.22,33.08,0.0,33.57,0.5362
split 1,17.72,49.86,0.35,2.96,33.59,51.82,33.31,56.62,65.54,0.593,17.9,50.48,0.0,3.21,33.89,25.9,33.76,0.0,43.93,0.5659
split 2,17.23,50.04,0.83,0.8,33.56,68.56,33.39,100.0,72.29,0.6045,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5324
split 3,20.47,50.5,0.4,10.52,34.71,61.86,34.0,100.0,51.58,0.601,19.33,47.75,3.16,7.07,32.31,33.22,32.33,37.01,30.32,0.525
split 4,17.83,49.97,1.44,2.09,33.65,49.48,33.4,43.5,71.55,0.597,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5508
split 5,24.53,50.61,8.9,14.07,36.06,47.66,34.45,50.19,58.34,0.5931,22.37,46.98,13.44,6.71,32.35,31.34,32.49,32.78,28.76,0.5868
mean,19.16,50.15,1.99,5.33,34.16,50.78,33.65,58.38,60.3,0.5982,18.38,49.11,2.77,3.27,33.05,22.48,33.05,11.63,22.76,0.5495
std,2.65,0.29,3.12,5.07,0.95,13.55,0.43,34.55,10.76,0.0042,2.0,1.29,4.91,2.83,0.56,8.8,0.5,16.5,16.8,0.0213
test mean,17.14338210081721,50.711051531458786,0.0,0.7190947709928301,34.13848182286563,14.103978907895382,34.09198207516008,0.0,8.219954648526077,0.6105706857837951,16.571100917431195,49.71330275229359,0.0,0.0,33.03571428571428,11.059670781893008,33.17901234567902,0.0,0.0,0.5058932713523525
test std,1.3789779390411379,3.5978289712081333,0.0,2.2255678050749785,3.5845297082325587,8.593730413679488,3.568709701383015,0.0,25.685464978314993,0.06057766105679875,0.2528432063326274,0.7585296189978818,0.0,0.0,0.7874259854358906,0.13609831847040274,0.40829495541120897,0.0,0.0,0.06379947428114362
