Label, Parent Label
512,652
384,394
576,396
320,9
192,411
32,284
16,80
272,177
80,54
336,74
48,341
304,296
432,126
368,185
240,205
264,313
136,27
72,273
200,59
552,573
168,263
360,341
232,308
24,297
280,130
152,464
408,401
440,218
376,263
4,248
260,177
132,126
324,52
36,598
292,163
420,235
228,414
148,430
404,391
84,399
340,308
212,396
180,431
436,401
12,51
140,418
396,62
332,294
204,64
44,26
556,125
300,218
540,453
284,53
348,101
220,484
60,455
572,321
188,216
124,106
252,128
2,182
386,149
194,455
290,294
418,35
98,394
354,264
482,169
82,249
338,85
306,180
178,149
434,235
242,122
10,470
330,121
202,372
298,285
106,105
362,342
234,180
490,399
26,296
538,453
154,72
410,168
346,613
218,60
474,105
58,431
122,106
134,200
390,4
582,11
166,344
406,176
342,248
214,444
54,280
310,260
246,136
502,613
14,264
270,94
142,169
206,435
46,5
558,276
430,128
366,430
238,80
286,411
158,207
62,414
574,45
318,207
190,190
126,59
382,148
513,373
65,60
577,314
321,450
193,284
289,94
161,273
401,187
81,503
209,125
305,418
433,187
369,185
241,130
137,27
73,6
329,223
41,460
425,235
105,484
537,236
281,271
345,573
217,6
57,35
441,298
377,11
261,391
389,223
69,109
581,363
325,470
421,148
277,215
341,74
213,206
565,236
117,363
373,461
141,136
77,280
333,297
205,435
429,447
237,54
493,276
541,313
157,205
221,4
573,321
445,45
381,269
253,241
3,372
387,460
67,5
291,53
163,464
227,444
531,206
147,163
83,241
339,344
211,72
51,17
307,249
179,373
435,215
75,182
555,108
299,260
171,64
363,121
491,9
155,87
411,87
59,26
571,148
315,450
443,108
379,269
507,17
135,285
583,11
199,503
551,85
295,342
167,314
423,168
103,176
279,341
151,461
407,62
87,51
343,216
271,598
143,271
47,200
239,447
95,109
351,101
223,298
63,52
575,190
127,122
511,652
